pol_num,status,issue_date,inc_guar,qual,age,product,gender,wd_age,term_date
8483,Active,2007-10-22,TRUE,FALSE,70,a,M,72,NA
8484,Active,2014-05-17,TRUE,TRUE,65,c,M,78,NA
8485,Active,2009-05-11,FALSE,TRUE,63,c,M,66,NA
8486,Active,2013-01-29,TRUE,TRUE,60,c,F,77,NA
8487,Active,2013-12-30,FALSE,FALSE,57,c,F,65,NA
8488,Active,2007-11-23,TRUE,FALSE,67,c,F,67,NA
8489,Death,2011-07-12,FALSE,TRUE,67,c,F,67,2017-05-30
8490,Active,2013-06-06,FALSE,TRUE,79,b,M,79,NA
8491,Active,2010-12-07,TRUE,TRUE,64,a,M,64,NA
8492,Active,2019-05-10,FALSE,TRUE,62,c,F,74,NA
8493,Active,2015-01-31,FALSE,TRUE,58,c,F,72,NA
8494,Death,2006-05-05,TRUE,FALSE,70,c,M,70,2017-02-19
8495,Active,2011-08-23,TRUE,FALSE,74,b,M,74,NA
8496,Active,2015-04-17,FALSE,TRUE,80,c,F,80,NA
8497,Active,2010-02-25,FALSE,TRUE,66,c,M,76,NA
8498,Active,2016-09-25,TRUE,TRUE,67,c,M,67,NA
8499,Active,2015-10-15,TRUE,FALSE,79,c,F,79,NA
8500,Active,2007-06-14,TRUE,TRUE,68,b,M,68,NA
8501,Active,2010-06-09,TRUE,TRUE,57,c,M,72,NA
8502,Surrender,2011-09-12,FALSE,FALSE,73,c,M,73,2015-12-21
8503,Active,2009-01-30,FALSE,TRUE,57,c,F,70,NA
8504,Active,2007-10-31,TRUE,FALSE,61,a,F,75,NA
8505,Active,2008-12-07,FALSE,TRUE,76,b,F,76,NA
8506,Active,2016-09-16,TRUE,TRUE,53,b,M,67,NA
8507,Surrender,2007-06-10,FALSE,FALSE,64,a,M,67,2017-06-24
8508,Active,2010-09-01,TRUE,FALSE,74,b,F,74,NA
8509,Surrender,2009-09-04,TRUE,TRUE,51,c,F,71,2019-11-26
8510,Active,2011-12-17,TRUE,FALSE,74,a,M,74,NA
8511,Active,2009-08-08,FALSE,FALSE,64,b,M,64,NA
8512,Active,2006-12-21,TRUE,TRUE,75,b,F,75,NA
8513,Surrender,2012-03-14,FALSE,TRUE,58,c,F,77,2018-05-17
8514,Active,2010-12-29,TRUE,TRUE,61,b,F,79,NA
8515,Active,2008-10-30,TRUE,TRUE,68,a,F,69,NA
8516,Active,2013-03-25,FALSE,TRUE,71,b,M,71,NA
8517,Active,2017-11-27,FALSE,TRUE,79,c,M,79,NA
8518,Active,2013-03-28,FALSE,TRUE,62,b,F,80,NA
8519,Death,2007-05-13,TRUE,TRUE,57,b,F,69,2014-01-11
8520,Active,2010-11-18,FALSE,TRUE,63,a,M,66,NA
8521,Active,2014-11-22,FALSE,TRUE,46,c,M,74,NA
8522,Active,2015-01-14,TRUE,FALSE,60,a,M,63,NA
8523,Active,2019-06-25,TRUE,TRUE,52,a,F,74,NA
8524,Surrender,2010-04-14,FALSE,FALSE,57,a,M,76,2018-03-08
8525,Active,2014-01-15,TRUE,FALSE,64,b,F,68,NA
8526,Active,2017-07-20,TRUE,FALSE,71,c,F,71,NA
8527,Active,2018-03-07,TRUE,TRUE,78,c,M,78,NA
8528,Surrender,2013-05-18,FALSE,FALSE,62,b,F,70,2019-01-28
8529,Surrender,2005-06-07,TRUE,FALSE,55,c,F,70,2012-11-03
8530,Active,2006-05-01,TRUE,TRUE,66,c,M,67,NA
8531,Surrender,2014-07-24,FALSE,TRUE,52,c,M,57,2017-05-03
8532,Active,2011-03-28,FALSE,FALSE,70,a,M,70,NA
8533,Surrender,2008-09-26,FALSE,TRUE,67,a,M,73,2019-01-11
8534,Active,2005-01-17,TRUE,TRUE,46,c,F,80,NA
8535,Death,2010-12-06,FALSE,TRUE,58,a,M,62,2019-04-09
8536,Active,2011-05-02,FALSE,FALSE,69,b,F,69,NA
8537,Surrender,2006-04-20,FALSE,FALSE,64,c,F,67,2017-04-12
8538,Surrender,2006-01-10,FALSE,FALSE,54,b,F,75,2018-11-04
8539,Active,2016-06-07,FALSE,TRUE,73,a,M,73,NA
8540,Active,2009-02-04,FALSE,FALSE,53,a,F,65,NA
8541,Active,2017-05-31,TRUE,TRUE,72,b,F,72,NA
8542,Death,2014-05-08,TRUE,FALSE,77,a,M,77,2018-09-26
8543,Surrender,2006-11-04,FALSE,TRUE,60,c,F,61,2017-02-03
8544,Active,2006-08-04,TRUE,FALSE,65,a,M,71,NA
8545,Active,2016-06-29,TRUE,FALSE,67,c,F,67,NA
8546,Surrender,2006-06-24,TRUE,TRUE,56,a,M,56,2011-06-11
8547,Active,2018-01-23,FALSE,TRUE,78,c,F,78,NA
8548,Active,2016-12-29,TRUE,FALSE,78,c,F,78,NA
8549,Active,2007-11-01,TRUE,TRUE,67,c,M,70,NA
8550,Active,2010-04-29,FALSE,TRUE,66,c,F,70,NA
8551,Active,2011-07-08,TRUE,TRUE,73,a,F,73,NA
8552,Active,2005-08-30,FALSE,FALSE,70,b,M,71,NA
8553,Active,2019-06-08,TRUE,TRUE,54,c,M,54,NA
8554,Active,2010-02-18,FALSE,FALSE,74,c,F,74,NA
8555,Active,2009-07-17,TRUE,FALSE,64,c,M,72,NA
8556,Surrender,2007-07-07,FALSE,FALSE,66,a,F,66,2012-12-08
8557,Death,2013-09-24,TRUE,FALSE,73,c,M,73,2017-07-05
8558,Active,2005-09-29,TRUE,TRUE,69,c,F,77,NA
8559,Active,2015-12-14,TRUE,TRUE,53,c,F,71,NA
8560,Surrender,2010-12-26,TRUE,TRUE,49,b,M,68,2017-06-22
8561,Active,2019-07-27,TRUE,FALSE,70,c,M,70,NA
8562,Active,2018-07-31,TRUE,FALSE,72,a,M,76,NA
8563,Active,2017-04-18,FALSE,TRUE,65,c,F,65,NA
8564,Active,2012-11-29,TRUE,FALSE,79,c,M,79,NA
8565,Active,2008-02-15,TRUE,TRUE,56,b,F,77,NA
8566,Surrender,2007-09-21,FALSE,TRUE,70,c,M,70,2010-12-06
8567,Surrender,2008-02-21,TRUE,TRUE,59,b,M,72,2019-11-23
8568,Active,2016-07-15,FALSE,FALSE,78,c,F,78,NA
8569,Active,2014-10-03,TRUE,FALSE,78,a,M,78,NA
8570,Active,2013-04-15,TRUE,FALSE,66,c,F,66,NA
8571,Active,2019-08-28,FALSE,TRUE,71,c,F,73,NA
8572,Death,2014-02-16,FALSE,TRUE,75,c,F,75,2019-10-21
8573,Active,2015-02-12,FALSE,FALSE,47,b,F,65,NA
8574,Active,2018-09-16,TRUE,TRUE,77,b,F,77,NA
8575,Active,2011-12-15,TRUE,FALSE,76,c,M,76,NA
8576,Active,2007-06-16,TRUE,TRUE,64,c,M,64,NA
8577,Active,2009-11-10,FALSE,TRUE,70,a,F,70,NA
8578,Active,2016-11-04,TRUE,TRUE,70,a,F,70,NA
8579,Active,2019-07-16,TRUE,TRUE,70,a,F,74,NA
8580,Active,2017-08-14,TRUE,FALSE,54,c,F,55,NA
8581,Active,2008-03-29,TRUE,TRUE,60,b,M,72,NA
8582,Active,2015-10-01,FALSE,FALSE,71,c,M,71,NA
8583,Active,2019-05-19,FALSE,TRUE,53,a,M,66,NA
8584,Active,2014-09-17,TRUE,TRUE,67,b,F,67,NA
8585,Active,2015-01-28,TRUE,TRUE,63,a,M,63,NA
8586,Active,2009-12-27,TRUE,TRUE,60,b,M,63,NA
8587,Active,2018-04-07,FALSE,TRUE,62,c,M,65,NA
8588,Active,2018-01-03,FALSE,TRUE,49,b,F,64,NA
8589,Surrender,2006-04-11,FALSE,FALSE,44,b,F,66,2017-07-03
8590,Active,2017-04-01,FALSE,TRUE,58,b,M,61,NA
8591,Active,2018-05-07,FALSE,FALSE,59,a,F,60,NA
8592,Active,2014-11-22,TRUE,TRUE,68,a,M,68,NA
8593,Active,2017-06-13,TRUE,TRUE,56,c,F,66,NA
8594,Death,2011-04-10,FALSE,TRUE,73,b,M,73,2013-01-19
8595,Surrender,2008-08-29,FALSE,TRUE,55,b,F,64,2019-03-05
8596,Active,2006-02-02,TRUE,FALSE,63,c,F,63,NA
8597,Active,2011-05-21,TRUE,FALSE,50,b,F,63,NA
8598,Active,2014-02-04,TRUE,TRUE,72,c,M,77,NA
8599,Active,2006-04-26,TRUE,TRUE,63,b,F,70,NA
8600,Active,2009-02-27,FALSE,TRUE,56,a,F,63,NA
8601,Surrender,2005-01-08,FALSE,FALSE,72,b,M,72,2010-09-24
8602,Active,2005-07-31,FALSE,TRUE,67,c,M,67,NA
8603,Surrender,2006-05-03,FALSE,FALSE,74,a,F,74,2017-03-01
8604,Active,2018-12-19,FALSE,TRUE,73,b,F,73,NA
8605,Death,2009-10-27,TRUE,TRUE,67,b,F,76,2013-04-04
8606,Active,2012-07-21,TRUE,TRUE,60,c,F,79,NA
8607,Active,2008-10-27,FALSE,TRUE,63,c,F,70,NA
8608,Death,2007-08-24,TRUE,TRUE,71,a,F,71,2013-10-29
8609,Death,2010-11-16,FALSE,FALSE,70,c,M,70,2018-06-01
8610,Active,2012-05-22,TRUE,FALSE,67,c,F,67,NA
8611,Active,2019-07-17,TRUE,FALSE,58,c,M,67,NA
8612,Active,2007-06-09,TRUE,FALSE,61,b,M,61,NA
8613,Active,2011-09-14,TRUE,FALSE,68,c,F,68,NA
8614,Death,2012-12-09,FALSE,TRUE,54,a,F,68,2019-01-15
8615,Surrender,2007-02-20,TRUE,FALSE,55,b,F,75,2019-01-23
8616,Surrender,2006-06-13,FALSE,TRUE,57,c,F,59,2018-02-20
8617,Surrender,2016-04-16,TRUE,FALSE,63,c,M,72,2020-01-10
8618,Death,2010-03-15,TRUE,FALSE,71,a,M,77,2014-06-18
8619,Active,2011-05-28,TRUE,TRUE,68,a,F,68,NA
8620,Active,2013-11-28,TRUE,TRUE,56,b,F,78,NA
8621,Active,2018-03-19,TRUE,TRUE,57,c,F,61,NA
8622,Active,2010-09-21,TRUE,TRUE,74,c,F,74,NA
8623,Surrender,2010-02-11,TRUE,TRUE,67,a,F,67,2019-09-02
8624,Surrender,2014-04-26,FALSE,FALSE,56,a,M,56,2015-07-25
8625,Active,2017-01-18,FALSE,TRUE,69,c,M,69,NA
8626,Death,2005-11-27,TRUE,TRUE,80,c,F,80,2013-12-16
8627,Active,2012-01-16,TRUE,TRUE,69,c,F,69,NA
8628,Surrender,2005-05-21,TRUE,TRUE,66,b,F,77,2015-05-13
8629,Active,2012-06-18,FALSE,TRUE,68,b,M,68,NA
8630,Active,2008-08-24,TRUE,FALSE,61,b,F,69,NA
8631,Active,2006-01-28,TRUE,FALSE,67,c,F,67,NA
8632,Active,2013-07-29,TRUE,TRUE,56,b,F,56,NA
8633,Active,2015-10-02,FALSE,FALSE,69,c,M,76,NA
8634,Active,2014-04-01,TRUE,TRUE,46,a,M,69,NA
8635,Active,2015-07-17,TRUE,TRUE,72,c,F,72,NA
8636,Active,2016-05-02,FALSE,FALSE,59,c,M,70,NA
8637,Active,2018-03-24,FALSE,TRUE,61,a,M,80,NA
8638,Active,2014-12-05,TRUE,TRUE,56,b,M,60,NA
8639,Active,2008-08-09,TRUE,TRUE,63,c,F,63,NA
8640,Active,2012-09-28,TRUE,TRUE,66,c,F,66,NA
8641,Active,2006-01-03,TRUE,TRUE,53,b,F,54,NA
8642,Surrender,2009-04-23,FALSE,FALSE,63,c,M,63,2020-03-30
8643,Active,2012-09-23,TRUE,FALSE,72,a,M,72,NA
8644,Active,2019-06-05,FALSE,TRUE,65,c,M,65,NA
8645,Death,2005-12-11,TRUE,TRUE,79,a,M,79,2018-11-22
8646,Surrender,2007-08-05,FALSE,FALSE,63,a,M,63,2015-10-23
8647,Active,2013-01-09,FALSE,TRUE,51,c,M,62,NA
8648,Active,2015-02-24,TRUE,FALSE,52,b,F,70,NA
8649,Active,2016-06-25,TRUE,TRUE,60,c,F,69,NA
8650,Surrender,2005-07-16,FALSE,TRUE,60,a,M,65,2016-04-02
8651,Active,2010-04-09,FALSE,FALSE,58,c,M,74,NA
8652,Active,2017-12-21,TRUE,FALSE,73,a,F,73,NA
8653,Active,2007-02-21,TRUE,FALSE,65,a,F,71,NA
8654,Active,2016-04-22,TRUE,TRUE,67,b,F,67,NA
8655,Active,2017-01-03,FALSE,FALSE,70,b,M,75,NA
8656,Active,2017-05-09,FALSE,FALSE,73,a,M,73,NA
8657,Active,2018-05-05,TRUE,FALSE,68,a,F,69,NA
8658,Active,2011-02-13,TRUE,FALSE,61,c,F,67,NA
8659,Surrender,2011-02-28,FALSE,TRUE,70,a,M,70,2017-05-22
8660,Active,2018-09-21,FALSE,TRUE,66,c,F,66,NA
8661,Death,2008-10-01,FALSE,TRUE,77,c,F,80,2015-05-20
8662,Active,2005-02-13,TRUE,FALSE,74,c,F,80,NA
8663,Active,2018-09-20,TRUE,FALSE,53,c,F,77,NA
8664,Surrender,2007-03-23,FALSE,FALSE,74,c,F,74,2018-01-18
8665,Active,2018-06-21,TRUE,FALSE,68,a,F,77,NA
8666,Surrender,2006-03-11,FALSE,FALSE,47,c,M,73,2017-10-19
8667,Active,2009-08-12,TRUE,TRUE,61,a,M,64,NA
8668,Active,2011-11-17,TRUE,TRUE,72,b,M,72,NA
8669,Death,2006-09-19,TRUE,TRUE,66,b,F,66,2011-10-17
8670,Surrender,2006-07-19,FALSE,TRUE,54,c,M,63,2016-09-06
8671,Surrender,2013-02-09,FALSE,TRUE,44,a,F,58,2016-12-07
8672,Active,2009-07-21,TRUE,TRUE,70,b,F,70,NA
8673,Surrender,2005-06-15,FALSE,TRUE,59,a,F,71,2011-07-17
8674,Active,2006-05-16,FALSE,FALSE,78,b,F,78,NA
8675,Active,2014-03-09,TRUE,FALSE,47,c,F,64,NA
8676,Active,2015-02-17,TRUE,TRUE,51,c,F,61,NA
8677,Active,2012-07-14,TRUE,TRUE,57,a,F,66,NA
8678,Active,2015-08-04,FALSE,TRUE,68,c,F,74,NA
8679,Active,2005-06-17,FALSE,TRUE,69,c,F,69,NA
8680,Active,2008-12-01,TRUE,TRUE,71,c,F,71,NA
8681,Active,2011-09-30,FALSE,FALSE,65,c,M,72,NA
8682,Active,2016-01-11,FALSE,TRUE,75,a,M,75,NA
8683,Death,2011-07-22,FALSE,TRUE,60,c,F,75,2018-03-13
8684,Active,2019-09-06,FALSE,TRUE,71,b,F,71,NA
8685,Active,2016-04-11,TRUE,TRUE,70,c,F,70,NA
8686,Active,2010-01-22,TRUE,TRUE,55,b,F,61,NA
8687,Active,2011-12-14,TRUE,FALSE,60,b,M,76,NA
8688,Surrender,2007-01-23,TRUE,TRUE,63,c,F,68,2017-05-15
8689,Active,2015-05-18,TRUE,TRUE,59,a,M,63,NA
8690,Surrender,2009-06-14,FALSE,TRUE,71,c,F,78,2018-05-12
8691,Active,2018-04-07,FALSE,FALSE,63,c,F,69,NA
8692,Active,2019-05-14,TRUE,TRUE,64,a,M,64,NA
8693,Active,2016-02-02,TRUE,FALSE,64,a,F,73,NA
8694,Death,2014-11-03,TRUE,TRUE,71,a,F,71,2018-01-31
8695,Active,2012-02-02,TRUE,TRUE,54,c,F,71,NA
8696,Surrender,2012-04-17,TRUE,FALSE,65,c,M,65,2014-06-04
8697,Active,2010-12-14,TRUE,FALSE,49,c,F,67,NA
8698,Active,2010-03-14,FALSE,FALSE,55,c,F,72,NA
8699,Active,2006-03-02,TRUE,TRUE,57,c,M,57,NA
8700,Surrender,2012-08-08,FALSE,FALSE,61,c,F,77,2014-09-20
8701,Active,2011-09-18,TRUE,FALSE,65,c,M,69,NA
8702,Active,2011-03-01,FALSE,TRUE,77,a,F,77,NA
8703,Active,2012-01-19,TRUE,FALSE,61,c,F,61,NA
8704,Active,2014-05-21,FALSE,FALSE,71,c,F,71,NA
8705,Active,2006-11-20,TRUE,TRUE,60,b,M,75,NA
8706,Surrender,2006-01-05,FALSE,FALSE,64,b,M,69,2015-12-20
8707,Active,2019-10-28,FALSE,TRUE,63,b,M,63,NA
8708,Active,2012-05-05,FALSE,FALSE,59,c,M,65,NA
8709,Active,2012-04-13,TRUE,FALSE,63,c,M,70,NA
8710,Active,2011-05-15,TRUE,TRUE,57,a,M,80,NA
8711,Active,2005-01-29,TRUE,TRUE,73,b,M,73,NA
8712,Surrender,2011-01-08,TRUE,FALSE,68,c,M,68,2018-02-12
8713,Death,2008-06-16,TRUE,TRUE,73,c,F,73,2012-09-12
8714,Active,2016-04-28,TRUE,TRUE,72,c,F,77,NA
8715,Active,2011-05-12,FALSE,TRUE,73,b,M,79,NA
8716,Active,2008-04-03,TRUE,TRUE,53,b,M,75,NA
8717,Active,2018-03-26,FALSE,TRUE,64,c,F,71,NA
8718,Active,2013-10-14,FALSE,FALSE,68,b,M,68,NA
8719,Death,2016-02-23,TRUE,FALSE,63,a,F,63,2018-11-26
8720,Active,2010-05-18,TRUE,FALSE,66,a,M,76,NA
8721,Active,2014-11-18,TRUE,FALSE,53,c,M,66,NA
8722,Death,2010-05-17,FALSE,FALSE,69,a,M,69,2016-11-09
8723,Active,2016-05-04,FALSE,TRUE,66,a,F,66,NA
8724,Surrender,2009-01-19,TRUE,FALSE,73,b,F,73,2019-03-21
8725,Active,2017-12-04,TRUE,TRUE,71,c,M,71,NA
8726,Active,2009-04-07,FALSE,TRUE,50,c,F,77,NA
8727,Active,2013-09-13,TRUE,FALSE,71,c,M,71,NA
8728,Death,2009-11-10,TRUE,FALSE,69,a,F,69,2014-07-26
8729,Active,2006-12-29,TRUE,TRUE,77,a,M,77,NA
8730,Death,2007-11-20,FALSE,FALSE,75,b,F,75,2013-10-25
8731,Active,2016-06-02,TRUE,FALSE,72,b,F,72,NA
8732,Active,2015-03-30,FALSE,FALSE,68,a,M,75,NA
8733,Active,2010-05-16,FALSE,TRUE,60,a,F,80,NA
8734,Active,2013-05-11,TRUE,TRUE,53,c,F,70,NA
8735,Surrender,2012-10-18,TRUE,TRUE,68,b,F,71,2018-01-07
8736,Death,2009-07-11,TRUE,FALSE,80,b,F,80,2013-12-16
8737,Surrender,2007-01-25,TRUE,FALSE,61,c,F,62,2018-06-25
8738,Active,2016-02-20,TRUE,TRUE,55,b,F,76,NA
8739,Death,2011-03-07,TRUE,FALSE,62,b,M,74,2011-12-15
8740,Active,2005-04-30,TRUE,TRUE,52,c,M,55,NA
8741,Active,2012-10-22,TRUE,TRUE,56,a,F,66,NA
8742,Active,2012-08-05,FALSE,TRUE,54,c,M,61,NA
8743,Surrender,2014-08-30,TRUE,FALSE,63,b,F,72,2019-11-16
8744,Active,2011-10-26,TRUE,TRUE,56,a,M,56,NA
8745,Active,2006-06-26,FALSE,FALSE,60,c,F,77,NA
8746,Active,2016-10-30,TRUE,TRUE,56,b,M,61,NA
8747,Active,2005-03-28,TRUE,TRUE,54,a,F,63,NA
8748,Death,2006-11-14,TRUE,TRUE,56,c,M,68,2013-09-12
8749,Active,2011-11-26,TRUE,FALSE,63,b,F,72,NA
8750,Active,2009-06-11,TRUE,TRUE,65,a,F,70,NA
8751,Active,2019-01-03,FALSE,FALSE,55,c,M,67,NA
8752,Active,2009-01-26,TRUE,TRUE,65,b,M,65,NA
8753,Surrender,2011-11-07,TRUE,TRUE,60,c,M,69,2019-07-10
8754,Active,2014-08-25,TRUE,TRUE,58,a,M,67,NA
8755,Active,2019-03-19,FALSE,FALSE,69,a,M,75,NA
8756,Surrender,2015-10-03,FALSE,FALSE,64,a,M,71,2018-01-07
8757,Active,2012-12-16,FALSE,FALSE,58,a,F,78,NA
8758,Active,2015-04-20,FALSE,TRUE,62,a,F,63,NA
8759,Active,2018-08-05,FALSE,TRUE,62,b,F,68,NA
8760,Active,2019-06-05,TRUE,TRUE,73,c,F,77,NA
8761,Active,2017-04-04,TRUE,FALSE,62,a,M,62,NA
8762,Active,2012-03-03,TRUE,TRUE,73,c,F,73,NA
8763,Active,2016-06-16,FALSE,TRUE,54,b,M,62,NA
8764,Active,2019-08-29,TRUE,FALSE,60,c,F,67,NA
8765,Active,2005-11-18,TRUE,FALSE,71,b,F,74,NA
8766,Active,2011-04-20,TRUE,TRUE,72,c,F,72,NA
8767,Active,2019-04-08,FALSE,FALSE,61,c,M,75,NA
8768,Surrender,2008-08-11,TRUE,FALSE,61,c,M,73,2019-05-29
8769,Surrender,2009-11-12,FALSE,TRUE,53,b,M,76,2019-07-29
8770,Active,2015-01-24,TRUE,FALSE,80,a,M,80,NA
8771,Active,2009-10-14,FALSE,TRUE,55,b,F,66,NA
8772,Active,2005-07-20,FALSE,TRUE,70,c,M,70,NA
8773,Active,2014-09-24,TRUE,FALSE,61,c,F,78,NA
8774,Active,2013-06-07,TRUE,TRUE,61,c,F,61,NA
8775,Death,2015-02-10,FALSE,TRUE,67,b,M,67,2015-03-24
8776,Active,2008-11-01,TRUE,TRUE,58,b,M,58,NA
8777,Active,2015-07-22,TRUE,FALSE,75,c,M,75,NA
8778,Active,2017-02-20,TRUE,TRUE,55,c,F,68,NA
8779,Active,2016-06-24,TRUE,TRUE,58,c,M,69,NA
8780,Death,2007-12-12,FALSE,FALSE,62,c,M,79,2011-02-03
8781,Active,2014-09-10,TRUE,TRUE,78,c,M,78,NA
8782,Active,2008-02-21,TRUE,TRUE,64,c,M,71,NA
8783,Active,2014-03-11,TRUE,FALSE,55,c,F,79,NA
8784,Active,2018-01-16,TRUE,FALSE,80,c,F,80,NA
8785,Active,2008-02-08,TRUE,TRUE,66,a,F,67,NA
8786,Active,2015-01-28,TRUE,FALSE,59,c,F,69,NA
8787,Active,2007-09-10,TRUE,FALSE,72,c,M,72,NA
8788,Active,2016-10-28,TRUE,TRUE,65,c,F,70,NA
8789,Active,2019-02-24,FALSE,FALSE,68,c,F,79,NA
8790,Active,2006-07-17,TRUE,TRUE,67,a,M,69,NA
8791,Active,2018-09-03,TRUE,TRUE,64,b,M,65,NA
8792,Surrender,2008-01-16,FALSE,FALSE,68,c,M,70,2018-11-14
8793,Death,2008-11-11,FALSE,TRUE,75,c,M,75,2009-05-20
8794,Active,2015-09-22,TRUE,FALSE,59,c,F,70,NA
8795,Active,2013-06-13,FALSE,TRUE,74,a,F,74,NA
8796,Surrender,2012-03-09,FALSE,FALSE,79,c,F,79,2015-05-18
8797,Death,2013-02-13,FALSE,TRUE,72,b,M,72,2013-05-29
8798,Surrender,2007-11-20,FALSE,FALSE,67,c,M,67,2018-10-13
8799,Active,2018-03-06,FALSE,TRUE,42,a,F,77,NA
8800,Active,2018-06-27,TRUE,TRUE,63,a,M,63,NA
8801,Active,2011-03-10,TRUE,FALSE,60,c,F,67,NA
8802,Active,2011-12-22,FALSE,FALSE,52,c,F,57,NA
8803,Active,2015-05-17,TRUE,TRUE,65,a,F,66,NA
8804,Active,2009-03-16,TRUE,FALSE,53,c,M,63,NA
8805,Active,2009-05-25,TRUE,TRUE,62,b,M,62,NA
8806,Active,2009-04-02,TRUE,FALSE,63,c,F,63,NA
8807,Active,2017-09-11,TRUE,TRUE,77,b,F,77,NA
8808,Active,2016-02-14,TRUE,TRUE,71,a,M,71,NA
8809,Active,2019-11-28,FALSE,FALSE,58,c,F,58,NA
8810,Active,2015-10-18,TRUE,FALSE,71,c,M,71,NA
8811,Active,2015-11-09,TRUE,TRUE,65,c,F,65,NA
8812,Active,2008-05-08,FALSE,TRUE,57,c,F,74,NA
8813,Surrender,2013-05-21,FALSE,FALSE,76,b,F,76,2017-03-31
8814,Active,2010-09-18,FALSE,TRUE,74,b,M,74,NA
8815,Active,2017-01-12,TRUE,FALSE,56,c,F,80,NA
8816,Surrender,2007-04-14,FALSE,FALSE,55,c,M,78,2019-01-06
8817,Active,2013-06-04,TRUE,TRUE,64,b,F,69,NA
8818,Surrender,2006-02-03,FALSE,TRUE,61,c,F,69,2016-11-11
8819,Active,2019-06-19,TRUE,TRUE,55,c,M,70,NA
8820,Active,2010-04-30,FALSE,FALSE,62,a,F,73,NA
8821,Active,2013-02-28,TRUE,FALSE,63,b,M,76,NA
8822,Active,2019-01-19,TRUE,FALSE,65,b,M,70,NA
8823,Active,2008-11-09,TRUE,FALSE,62,c,M,70,NA
8824,Active,2010-01-18,TRUE,TRUE,73,c,M,73,NA
8825,Active,2016-03-22,TRUE,TRUE,53,b,F,78,NA
8826,Active,2009-01-26,TRUE,FALSE,75,c,F,75,NA
8827,Active,2019-11-16,TRUE,FALSE,71,a,M,71,NA
8828,Death,2008-11-26,TRUE,FALSE,64,a,F,70,2010-08-18
8829,Surrender,2008-04-29,TRUE,FALSE,66,a,M,72,2018-12-24
8830,Active,2017-11-23,TRUE,TRUE,46,b,F,59,NA
8831,Active,2015-08-14,FALSE,FALSE,62,a,F,70,NA
8832,Active,2010-09-27,TRUE,FALSE,58,a,F,63,NA
8833,Active,2010-10-12,FALSE,FALSE,61,b,F,61,NA
8834,Active,2013-01-16,FALSE,TRUE,47,c,F,63,NA
8835,Active,2013-12-28,TRUE,TRUE,71,b,M,71,NA
8836,Active,2010-09-14,TRUE,TRUE,70,c,M,70,NA
8837,Death,2008-05-15,TRUE,TRUE,71,b,M,71,2013-10-04
8838,Active,2011-01-05,TRUE,TRUE,52,c,F,64,NA
8839,Active,2015-09-05,FALSE,FALSE,64,c,M,72,NA
8840,Active,2013-06-03,TRUE,FALSE,55,b,F,68,NA
8841,Surrender,2008-01-13,TRUE,TRUE,66,a,F,71,2018-02-09
8842,Active,2017-06-08,FALSE,FALSE,71,c,F,71,NA
8843,Active,2019-05-17,FALSE,TRUE,67,c,M,67,NA
8844,Active,2016-07-30,TRUE,FALSE,63,a,M,63,NA
8845,Surrender,2005-11-06,TRUE,TRUE,57,b,F,60,2008-07-15
8846,Active,2018-04-05,TRUE,FALSE,63,c,M,70,NA
8847,Active,2009-08-05,FALSE,FALSE,45,a,F,60,NA
8848,Death,2009-07-13,TRUE,TRUE,67,a,F,67,2017-10-29
8849,Active,2009-11-12,FALSE,FALSE,52,c,F,80,NA
8850,Active,2012-03-31,TRUE,FALSE,63,c,F,65,NA
8851,Active,2009-06-11,TRUE,TRUE,75,a,M,79,NA
8852,Active,2007-04-21,FALSE,FALSE,67,a,M,76,NA
8853,Active,2006-06-02,FALSE,TRUE,71,c,M,71,NA
8854,Active,2009-08-14,TRUE,TRUE,67,b,F,67,NA
8855,Surrender,2009-04-09,FALSE,FALSE,67,c,M,73,2019-07-24
8856,Active,2015-05-11,FALSE,TRUE,62,c,F,78,NA
8857,Active,2008-10-20,TRUE,FALSE,58,b,F,65,NA
8858,Active,2014-01-21,FALSE,TRUE,62,c,M,65,NA
8859,Surrender,2007-01-02,FALSE,FALSE,62,c,M,62,2017-09-05
8860,Active,2017-01-10,TRUE,TRUE,76,c,M,76,NA
8861,Active,2010-06-13,TRUE,TRUE,59,c,M,64,NA
8862,Active,2015-07-06,TRUE,TRUE,42,b,F,68,NA
8863,Surrender,2007-06-03,FALSE,TRUE,63,c,F,63,2007-08-18
8864,Active,2019-04-07,FALSE,TRUE,64,c,F,77,NA
8865,Active,2011-05-29,TRUE,FALSE,52,b,M,62,NA
8866,Active,2007-07-20,TRUE,TRUE,49,c,M,79,NA
8867,Surrender,2006-04-26,FALSE,FALSE,63,c,M,76,2011-08-20
8868,Active,2017-08-11,TRUE,FALSE,71,a,F,71,NA
8869,Active,2013-06-01,TRUE,TRUE,73,a,F,74,NA
8870,Active,2018-02-05,FALSE,TRUE,58,b,M,58,NA
8871,Active,2010-06-08,TRUE,FALSE,61,b,F,74,NA
8872,Active,2014-03-08,FALSE,FALSE,67,c,M,71,NA
8873,Death,2011-05-06,FALSE,TRUE,43,a,F,75,2013-02-10
8874,Active,2008-03-03,TRUE,FALSE,56,c,F,56,NA
8875,Active,2016-02-28,TRUE,FALSE,57,c,F,71,NA
8876,Active,2009-03-28,TRUE,TRUE,70,c,F,70,NA
8877,Death,2005-06-28,FALSE,FALSE,59,c,F,74,2011-02-04
