policy_id,age_at_entry,sex,policy_term,policy_count,sum_assured,duration_mth
5373,57,M,15,26,135000,44
5374,50,F,10,70,646000,60
5375,28,M,20,83,67000,28
5376,27,F,20,78,976000,200
5377,22,M,15,13,479000,73
5378,26,F,15,19,30000,84
5379,30,F,20,65,307000,238
5380,46,M,10,84,764000,100
5381,40,F,20,52,249000,130
5382,42,M,15,64,286000,71
5383,57,M,20,10,176000,68
5384,28,M,20,6,865000,122
5385,53,F,20,14,266000,69
5386,33,M,20,57,333000,42
5387,53,M,20,95,420000,25
5388,27,F,20,65,843000,85
5389,36,F,20,41,626000,-20
5390,26,F,10,97,918000,-4
5391,56,M,10,27,662000,112
5392,44,F,15,48,876000,68
5393,40,F,15,99,778000,-24
5394,22,F,10,95,345000,110
5395,59,F,10,85,302000,47
5396,32,F,10,33,169000,21
5397,26,F,10,75,393000,52
5398,53,M,15,91,870000,155
5399,58,M,10,65,802000,33
5400,52,M,20,30,87000,23
5401,24,M,15,67,784000,12
5402,28,M,20,99,596000,150
5403,39,F,20,6,86000,125
5404,30,M,20,38,66000,221
5405,42,F,10,12,224000,106
5406,30,F,15,87,31000,10
5407,39,F,15,58,409000,35
5408,36,F,15,24,951000,-13
5409,49,F,20,44,568000,126
5410,28,M,15,45,866000,-8
5411,43,F,10,1,199000,57
5412,35,M,10,48,74000,31
5413,46,F,15,46,567000,171
5414,28,M,10,26,191000,75
5415,57,F,15,68,13000,34
5416,42,M,10,14,929000,-8
5417,27,M,10,21,461000,5
5418,36,M,15,99,254000,40
5419,57,F,15,25,107000,92
5420,32,F,20,44,915000,10
5421,54,F,15,1,708000,14
5422,24,M,15,37,969000,167
5423,23,F,20,82,77000,21
5424,23,M,10,6,883000,-7
5425,36,F,10,78,993000,77
5426,50,M,10,28,684000,115
5427,58,M,15,61,353000,50
5428,30,F,15,61,463000,28
5429,54,F,10,2,916000,3
5430,24,M,20,26,16000,37
5431,20,F,10,12,346000,-28
5432,34,M,15,5,827000,60
5433,35,F,10,63,971000,114
5434,43,F,15,2,215000,-26
5435,20,F,15,83,189000,125
5436,59,M,20,21,85000,74
5437,39,M,10,57,149000,78
5438,29,M,20,59,871000,128
5439,39,M,15,61,539000,57
5440,59,M,20,71,518000,81
5441,32,F,15,23,237000,1
5442,35,F,10,9,48000,43
5443,35,M,20,50,777000,11
5444,23,M,15,93,719000,158
5445,28,F,20,83,665000,222
5446,57,F,15,10,596000,139
5447,42,M,15,61,664000,159
5448,23,F,15,51,987000,70
5449,33,F,20,67,282000,91
5450,22,M,20,46,35000,23
5451,47,M,20,24,915000,153
5452,26,F,20,38,765000,103
5453,48,F,10,70,458000,67
5454,58,F,15,54,360000,150
5455,21,M,15,45,758000,154
5456,23,M,15,29,805000,161
5457,49,M,10,58,505000,22
5458,27,F,20,15,431000,61
5459,44,F,20,87,990000,-15
5460,34,F,10,90,517000,69
5461,31,F,10,82,864000,71
5462,56,F,20,62,497000,-33
5463,31,M,10,28,765000,108
5464,57,M,10,44,208000,-17
5465,43,F,10,63,451000,8
5466,50,F,20,6,827000,89
5467,41,M,10,37,962000,-3
5468,35,F,20,87,199000,-17
5469,24,M,20,14,490000,46
5470,49,F,20,55,195000,82
5471,56,M,10,91,775000,32
5472,56,F,15,92,970000,110
5473,54,F,20,58,439000,109
5474,46,M,20,43,355000,39
5475,48,M,20,57,691000,224
5476,52,F,10,40,728000,85
5477,56,M,15,91,414000,43
5478,33,F,15,20,539000,-18
5479,39,M,20,0,822000,237
5480,21,F,10,1,842000,56
5481,28,F,10,70,629000,81
5482,37,F,15,74,20000,-35
5483,41,M,10,46,793000,93
5484,54,M,15,92,752000,16
5485,46,F,10,7,579000,-9
5486,27,F,15,93,927000,151
5487,51,F,10,32,966000,5
5488,25,M,20,57,689000,42
5489,42,M,15,81,333000,97
5490,37,M,15,84,618000,44
5491,32,F,15,42,26000,13
5492,32,M,15,30,669000,168
5493,22,M,10,50,143000,4
5494,20,M,15,18,466000,92
5495,53,M,20,93,172000,185
5496,51,F,15,10,159000,31
5497,54,M,20,85,409000,58
5498,48,F,20,11,355000,-30
5499,56,M,15,46,483000,63
5500,58,F,10,22,942000,0
5501,47,F,15,24,193000,-4
5502,20,F,20,97,212000,97
5503,40,F,10,54,146000,69
5504,24,M,20,59,166000,213
5505,31,F,20,60,187000,65
5506,37,M,10,53,317000,71
5507,32,M,10,8,435000,112
5508,49,M,20,44,94000,49
5509,47,M,20,92,43000,1
5510,30,F,15,92,312000,-11
5511,45,M,10,73,823000,-2
5512,24,F,20,57,717000,153
5513,37,M,15,23,727000,90
5514,24,M,15,72,18000,98
5515,52,F,10,14,231000,59
5516,35,M,20,28,801000,178
5517,51,M,20,100,205000,112
5518,34,M,10,2,297000,-24
5519,21,F,20,96,562000,3
5520,56,M,20,46,534000,207
5521,49,F,10,48,476000,72
5522,38,M,10,36,339000,113
5523,20,M,10,68,254000,14
5524,38,F,10,10,578000,111
5525,39,M,15,55,102000,71
5526,57,F,20,94,39000,-33
5527,57,M,20,22,42000,238
5528,41,M,10,1,392000,51
5529,52,M,20,63,338000,140
5530,22,M,15,37,796000,117
5531,50,F,10,32,111000,-1
5532,21,M,20,75,932000,209
5533,35,F,15,4,376000,-36
5534,37,F,10,27,820000,47
5535,34,M,15,19,485000,54
5536,29,M,10,64,551000,32
5537,26,M,20,67,751000,-10
5538,45,F,20,11,994000,186
5539,20,F,20,65,80000,60
5540,41,F,15,19,436000,106
5541,45,F,20,74,874000,194
5542,31,F,20,79,454000,6
5543,49,F,20,51,893000,171
5544,21,M,20,38,549000,29
5545,35,M,10,74,715000,63
5546,32,M,20,56,404000,211
5547,20,F,15,62,833000,27
5548,47,F,15,62,742000,133
5549,25,M,10,50,926000,72
5550,42,F,10,9,993000,5
5551,25,F,15,73,811000,43
5552,25,M,15,14,429000,-8
5553,40,M,15,10,193000,127
5554,22,M,20,48,79000,131
5555,42,M,20,55,717000,96
5556,45,M,20,95,837000,-15
5557,42,M,10,37,745000,71
5558,59,M,10,12,245000,50
5559,37,M,10,97,278000,19
5560,56,F,20,77,843000,205
5561,36,F,10,64,196000,120
5562,50,M,20,49,277000,4
5563,23,M,20,54,492000,228
5564,21,F,15,70,643000,104
5565,20,M,20,67,357000,153
5566,49,F,20,81,731000,107
5567,35,F,20,35,79000,114
5568,30,M,15,88,899000,88
5569,28,F,10,24,95000,50
5570,56,M,20,97,842000,1
5571,48,F,15,99,636000,139
5572,33,F,10,78,78000,-6
5573,51,F,15,3,300000,58
5574,34,F,20,30,690000,-23
5575,44,M,15,93,633000,41
5576,47,M,15,52,901000,142
5577,36,M,15,81,411000,6
5578,22,F,10,72,825000,100
5579,58,M,10,2,434000,80
5580,36,F,15,22,131000,54
5581,24,M,15,98,617000,38
5582,26,F,20,67,756000,26
5583,22,M,10,38,43000,-30
5584,45,F,20,29,845000,-9
5585,48,M,20,18,52000,75
5586,30,M,10,50,824000,58
5587,35,M,15,48,461000,11
5588,35,F,20,20,366000,136
5589,22,M,10,1,794000,100
5590,54,M,15,76,262000,17
5591,21,F,15,3,748000,73
5592,41,M,15,92,371000,67
5593,29,F,15,31,136000,-25
5594,52,M,15,80,407000,98
5595,36,M,15,57,469000,158
5596,50,F,20,31,78000,48
5597,32,F,20,56,74000,203
5598,29,M,20,26,795000,228
5599,49,M,20,91,713000,-36
5600,49,M,10,9,473000,98
5601,23,M,10,59,426000,85
5602,57,M,10,24,984000,-12
5603,58,F,20,39,125000,-18
5604,50,F,20,37,981000,42
5605,40,F,15,14,741000,72
5606,49,M,20,73,186000,234
5607,47,F,15,70,632000,16
5608,26,M,10,58,367000,0
5609,37,M,20,4,896000,192
5610,40,F,15,79,675000,-26
5611,44,M,10,9,402000,49
5612,23,F,10,20,880000,-4
5613,25,F,15,91,182000,149
5614,40,F,20,63,680000,240
5615,33,M,20,50,454000,202
5616,23,M,10,81,663000,24
5617,28,F,20,52,567000,174
5618,53,F,20,100,589000,-36
5619,54,F,10,89,975000,3
5620,38,M,10,46,702000,36
5621,45,F,10,89,108000,60
5622,36,F,10,90,694000,9
5623,25,F,20,9,204000,28
5624,49,M,15,32,912000,168
5625,34,F,10,3,945000,10
5626,42,F,10,54,426000,97
5627,39,M,10,39,689000,-6
5628,30,M,15,54,52000,66
5629,53,F,15,95,129000,77
5630,45,M,20,46,529000,113
5631,27,F,10,55,630000,41
5632,40,M,10,1,92000,75
5633,34,M,20,49,254000,-26
5634,35,M,20,49,417000,188
5635,53,M,20,5,13000,159
5636,52,M,10,8,874000,50
5637,21,M,10,46,394000,117
5638,45,F,20,10,240000,41
5639,24,F,20,17,834000,25
5640,39,F,20,47,981000,16
5641,49,M,15,39,57000,135
5642,59,M,15,13,551000,125
5643,37,M,15,5,891000,50
5644,44,M,10,40,741000,22
5645,39,F,20,28,168000,13
5646,44,F,15,69,21000,99
5647,40,F,10,46,788000,60
5648,38,M,10,28,168000,33
5649,23,F,10,37,916000,85
5650,35,M,20,49,968000,-27
5651,43,M,10,47,513000,67
5652,37,M,15,80,997000,5
5653,40,M,10,86,685000,-11
5654,30,M,15,21,640000,166
5655,55,F,20,97,103000,56
5656,55,M,20,75,932000,147
5657,36,M,15,20,434000,175
5658,23,M,15,39,654000,29
5659,21,M,20,15,781000,1
5660,58,F,15,16,363000,63
5661,51,M,20,23,449000,232
5662,47,M,20,27,66000,104
5663,48,M,10,92,360000,-4
5664,27,M,15,10,478000,180
5665,46,M,20,71,515000,147
5666,24,M,10,76,213000,29
5667,43,M,20,17,208000,63
5668,33,M,20,14,781000,233
5669,24,M,20,58,10000,205
5670,36,F,15,75,353000,163
5671,21,M,20,92,183000,195
5672,57,M,15,39,338000,-32
5673,51,F,20,18,212000,20
5674,41,M,15,99,421000,27
5675,30,F,20,14,265000,26
5676,40,F,10,82,63000,-21
5677,45,M,10,69,844000,21
5678,58,F,20,40,964000,13
5679,36,F,20,22,658000,16
5680,47,F,10,63,240000,86
5681,35,M,20,66,681000,47
5682,50,M,15,49,998000,99
5683,54,F,20,40,461000,188
5684,29,F,20,53,490000,77
5685,42,F,15,74,225000,165
5686,42,M,20,88,411000,68
5687,30,F,15,31,648000,37
5688,25,F,20,10,801000,-27
5689,59,F,10,5,356000,89
5690,28,F,15,81,342000,129
5691,43,M,20,36,167000,213
5692,45,M,20,76,833000,230
5693,29,F,15,27,156000,-35
5694,27,M,10,53,365000,60
5695,44,M,10,44,288000,102
5696,41,F,10,75,961000,-10
5697,55,F,15,19,11000,111
5698,34,M,15,50,229000,153
5699,47,F,10,14,417000,86
5700,27,F,10,29,636000,104
5701,56,F,20,99,100000,216
5702,20,M,20,27,837000,71
5703,31,M,15,55,625000,123
5704,32,F,15,17,582000,145
5705,20,F,15,29,849000,91
5706,37,F,20,88,15000,141
5707,56,F,15,2,653000,24
5708,35,M,10,58,416000,52
5709,51,F,10,48,504000,99
5710,44,F,20,84,924000,137
5711,43,F,20,93,911000,215
5712,59,F,10,31,240000,-16
5713,33,F,10,63,13000,51
5714,54,M,15,28,354000,115
5715,45,M,10,37,248000,108
5716,36,F,15,89,173000,122
5717,36,F,20,81,130000,51
5718,48,M,15,21,142000,-32
5719,40,F,20,80,882000,42
5720,28,F,15,96,30000,45
5721,25,M,10,49,55000,87
5722,55,F,20,76,829000,221
5723,47,F,20,72,526000,139
5724,26,M,15,30,992000,155
5725,20,M,10,14,657000,27
5726,32,F,20,68,957000,73
5727,31,F,20,63,574000,219
5728,52,M,10,80,813000,37
5729,32,M,15,44,948000,150
5730,58,M,10,5,577000,-33
5731,30,F,15,17,212000,55
5732,20,F,10,39,641000,60
5733,46,F,20,52,385000,216
5734,57,M,20,54,656000,38
5735,45,M,20,73,312000,198
5736,22,F,15,6,990000,113
5737,41,M,15,3,814000,86
5738,50,F,15,77,994000,127
5739,35,F,20,63,61000,119
5740,34,F,20,64,116000,109
5741,21,F,15,42,615000,132
5742,29,F,20,45,99000,13
5743,57,F,10,55,943000,-6
5744,42,F,15,12,568000,174
5745,24,F,10,70,886000,21
5746,49,M,20,80,983000,128
5747,21,F,10,100,388000,33
5748,34,M,10,38,676000,-30
5749,49,M,15,8,438000,110
5750,29,F,15,45,199000,-10
5751,27,F,20,85,11000,72
5752,25,F,20,26,703000,227
5753,58,M,20,22,252000,191
5754,50,F,20,33,519000,214
5755,38,F,20,74,542000,-34
5756,52,F,20,94,810000,49
5757,31,F,10,43,379000,1
5758,37,M,20,13,349000,28
5759,50,M,10,18,103000,108
5760,40,F,10,6,333000,31
5761,39,F,20,72,11000,-33
5762,43,M,20,97,184000,147
5763,41,M,20,99,62000,201
5764,23,F,20,52,632000,58
5765,31,M,10,1,189000,-14
5766,31,F,10,76,688000,28
5767,40,M,20,66,966000,171
5768,44,M,10,45,178000,85
5769,58,M,20,76,682000,89
5770,34,M,10,4,425000,73
5771,58,M,15,97,253000,170
5772,24,F,10,62,559000,46
5773,52,M,15,90,100000,106
5774,20,M,10,90,499000,64
5775,35,M,20,24,656000,192
5776,39,F,20,69,996000,34
5777,21,M,10,8,636000,90
5778,38,M,10,31,849000,25
5779,46,M,20,17,456000,21
5780,29,M,20,14,526000,235
5781,21,M,15,70,995000,-23
5782,21,F,10,49,102000,53
5783,46,F,20,88,11000,120
5784,48,M,15,95,124000,121
5785,29,M,10,73,203000,97
5786,48,F,20,96,548000,43
5787,30,M,10,55,850000,70
5788,21,F,10,57,810000,-33
5789,39,F,10,29,21000,-18
5790,29,F,20,37,452000,59
5791,21,M,15,21,135000,44
5792,25,M,15,11,757000,158
5793,56,F,15,41,532000,35
5794,36,F,20,88,876000,125
5795,54,M,10,71,626000,84
5796,43,M,15,90,380000,129
5797,43,M,10,87,939000,10
5798,45,F,10,43,161000,6
5799,45,M,20,93,488000,57
5800,50,M,15,8,105000,49
5801,28,F,20,33,610000,171
5802,41,F,20,42,267000,51
5803,22,M,15,6,262000,7
5804,46,F,10,80,81000,13
5805,34,M,20,99,321000,136
5806,40,M,20,15,81000,197
5807,21,F,10,89,534000,96
5808,52,M,20,57,37000,225
5809,40,M,10,57,342000,102
5810,41,F,15,74,952000,146
5811,49,F,15,43,790000,-2
5812,43,M,15,4,989000,5
5813,47,F,10,8,668000,1
5814,33,M,10,85,170000,-22
5815,53,M,10,83,920000,13
5816,56,M,10,90,334000,103
5817,53,M,10,60,736000,17
5818,57,M,20,85,730000,58
5819,42,F,10,65,12000,-29
5820,46,F,20,45,491000,181
5821,40,F,10,36,972000,27
5822,46,F,15,45,606000,-7
5823,21,M,10,80,409000,108
5824,36,F,20,85,144000,169
5825,49,F,20,42,359000,128
5826,29,F,20,25,818000,-11
5827,44,M,15,57,540000,18
5828,33,M,20,15,220000,-5
5829,23,M,20,49,482000,156
5830,39,F,10,76,473000,85
5831,27,M,10,60,184000,57
5832,57,M,10,23,378000,99
5833,42,M,10,78,700000,65
5834,28,F,20,87,1000000,-33
5835,22,M,15,76,602000,22
5836,31,M,10,46,36000,4
5837,33,F,10,61,534000,-34
5838,57,F,20,16,337000,37
5839,31,F,20,99,268000,238
5840,38,M,10,55,717000,80
5841,30,F,20,62,839000,9
5842,51,F,20,17,243000,111
5843,38,M,10,38,363000,57
5844,48,M,20,55,327000,200
5845,24,F,20,81,92000,69
5846,34,M,15,66,769000,15
5847,40,F,20,57,193000,185
5848,24,M,20,96,53000,1
5849,31,F,15,12,579000,-16
5850,22,F,15,98,479000,-27
5851,27,M,10,62,865000,70
5852,52,M,15,40,843000,51
5853,45,F,20,75,664000,142
5854,56,F,20,50,950000,143
5855,49,M,15,34,565000,94
5856,31,M,15,94,96000,102
5857,23,M,10,8,300000,106
5858,48,M,20,40,225000,60
5859,45,M,10,60,52000,64
5860,40,F,20,62,260000,-33
5861,48,F,20,93,758000,137
5862,47,F,15,82,889000,14
5863,54,F,15,28,282000,177
5864,36,M,10,98,946000,-25
5865,32,F,15,84,158000,60
5866,50,M,15,97,972000,-4
5867,29,M,15,86,148000,177
5868,59,M,15,17,856000,29
5869,33,M,10,13,87000,78
5870,40,M,15,38,461000,36
5871,47,M,20,79,35000,216
5872,52,M,15,6,668000,61
5873,20,M,15,64,151000,-6
5874,29,F,10,32,67000,-16
5875,48,F,10,87,939000,22
5876,41,M,10,0,965000,84
5877,23,M,10,33,924000,8
5878,56,M,20,97,803000,165
5879,39,M,10,77,864000,-31
5880,30,F,10,35,216000,97
5881,32,F,10,69,768000,105
5882,24,F,20,28,174000,220
5883,43,F,20,95,318000,122
5884,31,F,10,36,359000,72
5885,23,F,10,44,19000,30
5886,33,M,10,21,783000,89
5887,24,F,20,74,466000,80
5888,50,M,20,52,675000,195
5889,34,M,10,60,421000,47
5890,27,M,10,36,490000,-24
5891,21,F,10,64,191000,10
5892,30,F,20,48,55000,212
5893,28,F,10,100,475000,-8
5894,51,F,10,43,578000,92
5895,48,M,15,25,682000,139
5896,36,M,10,78,373000,104
5897,59,F,10,27,756000,94
5898,59,F,20,38,818000,129
5899,39,F,20,74,461000,127
5900,21,F,20,42,948000,228
5901,42,M,20,48,341000,4
5902,25,M,15,81,258000,98
5903,24,F,20,84,637000,-5
5904,28,M,15,92,304000,122
5905,38,M,10,15,836000,-30
5906,52,M,15,74,230000,144
5907,48,F,20,86,181000,11
5908,42,F,10,63,863000,27
5909,38,M,15,43,275000,-9
5910,54,M,10,6,396000,57
5911,54,F,20,45,475000,139
5912,33,M,15,75,129000,73
5913,52,M,20,51,68000,122
5914,53,F,15,50,828000,84
5915,34,M,10,60,294000,-8
5916,21,F,15,76,316000,24
5917,58,M,10,63,732000,25
5918,40,F,10,1,214000,15
5919,42,M,10,70,119000,61
5920,56,F,10,40,351000,14
5921,58,M,10,28,178000,-14
5922,30,M,10,68,324000,93
5923,42,F,10,21,500000,4
5924,25,M,20,68,400000,172
5925,23,F,10,95,543000,33
5926,32,M,20,88,257000,166
5927,42,F,20,64,142000,27
5928,58,M,20,58,439000,234
5929,49,M,10,85,568000,19
5930,58,F,15,46,964000,27
5931,38,M,20,3,643000,75
5932,46,F,20,26,394000,182
5933,25,F,20,26,596000,-24
5934,59,M,20,67,575000,224
5935,30,M,20,23,710000,210
5936,31,M,15,4,35000,25
5937,47,M,20,52,795000,-22
5938,48,M,15,22,761000,170
5939,46,F,10,63,652000,61
5940,41,F,20,9,241000,-7
5941,23,M,15,33,300000,152
5942,28,M,15,28,305000,12
5943,53,F,15,21,276000,42
5944,25,M,10,20,38000,40
5945,26,F,10,6,402000,113
5946,45,F,15,73,170000,162
5947,47,M,15,91,351000,-29
5948,38,F,10,82,462000,37
5949,50,M,20,70,34000,97
5950,37,F,15,17,249000,-22
5951,33,F,20,74,394000,112
5952,34,F,20,58,146000,165
5953,47,F,15,4,64000,96
5954,28,F,10,86,527000,53
5955,57,M,15,71,41000,92
5956,57,F,15,8,324000,134
5957,55,F,15,68,262000,100
5958,43,M,10,20,293000,2
5959,34,M,10,56,266000,48
5960,25,F,15,32,79000,109
5961,54,M,15,69,350000,-27
5962,39,F,20,52,214000,185
5963,40,M,10,23,734000,116
5964,32,F,20,59,52000,13
5965,41,M,20,4,596000,102
5966,35,F,20,23,646000,178
5967,27,F,10,70,15000,33
5968,52,F,10,2,651000,4
5969,50,M,15,4,131000,1
5970,58,F,10,82,991000,6
5971,27,F,10,26,735000,-10
5972,40,F,20,48,679000,227
5973,28,F,20,52,926000,78
5974,26,F,10,70,22000,94
5975,58,F,20,34,824000,65
5976,50,F,20,65,724000,234
5977,20,M,10,80,214000,-33
5978,20,M,15,60,306000,66
5979,45,M,20,34,605000,-32
5980,45,M,10,51,392000,56
5981,47,M,15,59,575000,-10
5982,37,M,10,14,535000,53
5983,20,M,10,61,781000,35
5984,33,F,20,76,823000,116
5985,28,M,10,12,269000,114
5986,21,M,20,56,758000,129
5987,29,M,15,80,202000,65
5988,31,F,20,59,591000,16
5989,49,M,10,66,844000,10
5990,23,F,20,42,204000,237
5991,58,F,10,31,999000,98
5992,51,M,10,89,438000,109
5993,50,M,15,82,722000,57
5994,32,F,15,17,731000,-34
5995,38,F,15,34,241000,40
5996,55,M,15,34,281000,123
5997,36,M,10,87,75000,-15
5998,49,M,20,3,734000,51
5999,58,M,15,30,326000,28
6000,51,F,20,85,348000,1
6001,52,F,15,16,219000,50
6002,59,M,20,9,593000,90
6003,36,F,20,53,250000,110
6004,59,M,20,85,96000,78
6005,47,M,10,99,938000,-23
6006,45,M,20,99,117000,14
6007,45,M,15,46,218000,8
6008,40,M,10,98,410000,-4
6009,38,M,10,81,984000,-6
6010,39,F,15,11,344000,1
6011,50,F,15,91,798000,47
6012,44,F,20,94,93000,16
6013,42,F,15,97,838000,57
6014,38,M,20,27,849000,192
6015,36,F,15,11,435000,133
6016,30,F,15,94,643000,103
6017,54,M,15,36,181000,-7
6018,37,F,20,70,250000,198
6019,28,F,20,94,286000,91
6020,54,F,20,31,100000,45
6021,33,F,20,92,807000,77
6022,26,F,20,34,392000,-27
6023,35,M,10,50,575000,-34
6024,22,M,10,18,491000,77
6025,42,M,20,49,939000,-31
6026,59,F,10,88,282000,107
6027,26,F,10,42,908000,106
6028,49,M,15,37,108000,49
6029,45,F,15,87,503000,113
6030,44,F,20,74,563000,3
6031,37,F,20,55,741000,223
6032,33,F,10,34,115000,106
6033,24,M,15,31,251000,180
6034,33,F,10,92,816000,49
6035,21,F,15,52,557000,168
6036,34,F,10,96,10000,-19
6037,33,M,20,62,183000,233
6038,20,M,15,39,84000,111
6039,36,M,20,65,668000,36
6040,47,F,20,96,221000,46
6041,31,M,15,66,891000,142
6042,29,F,20,20,723000,126
6043,43,M,20,77,332000,196
6044,54,M,10,16,729000,70
6045,43,F,15,69,336000,91
6046,58,M,20,51,896000,13
6047,35,M,20,27,51000,-19
6048,42,M,20,94,876000,70
6049,28,M,10,99,355000,13
6050,31,M,10,46,27000,28
6051,43,F,20,70,522000,59
6052,47,F,15,11,64000,152
6053,39,M,20,74,816000,102
6054,26,M,10,70,523000,38
6055,47,M,15,66,388000,115
6056,50,F,20,72,718000,171
6057,45,F,10,38,192000,113
6058,50,F,10,62,238000,45
6059,38,M,10,84,908000,102
6060,54,F,10,6,833000,-15
6061,52,M,15,50,331000,100
6062,22,M,10,16,850000,28
6063,54,F,20,38,879000,122
6064,39,F,20,80,883000,-21
6065,30,F,20,27,123000,183
6066,55,M,10,73,138000,11
6067,34,F,20,50,622000,94
6068,38,M,10,88,44000,8
6069,28,F,15,65,107000,62
6070,39,F,10,44,905000,-15
6071,43,M,10,6,170000,111
6072,34,F,15,42,150000,155
6073,20,F,10,79,571000,23
6074,55,F,20,1,444000,236
6075,28,M,15,45,187000,82
6076,49,M,10,58,694000,-35
6077,32,M,20,15,648000,216
6078,41,M,15,83,734000,153
6079,53,F,20,77,836000,183
6080,29,F,15,3,909000,78
6081,39,M,15,6,846000,119
6082,44,M,20,50,260000,141
6083,59,F,20,72,851000,238
6084,32,M,15,68,615000,31
6085,38,F,10,60,312000,-7
6086,26,F,10,81,653000,30
6087,31,F,10,26,897000,24
6088,24,F,15,43,284000,21
6089,36,M,10,60,687000,3
6090,55,M,15,57,297000,-22
6091,29,M,15,90,162000,15
6092,41,F,15,80,840000,81
6093,35,M,20,74,534000,191
6094,38,F,15,85,425000,177
6095,44,M,15,50,165000,130
6096,54,M,15,30,287000,154
6097,44,F,10,38,117000,42
6098,54,M,15,32,557000,44
6099,47,M,10,69,735000,49
6100,47,F,20,97,898000,17
6101,38,M,20,7,113000,141
6102,21,M,20,20,242000,108
6103,25,F,10,60,17000,73
6104,48,F,10,63,725000,119
6105,43,F,15,57,136000,-20
6106,59,F,10,74,937000,90
6107,27,M,10,72,675000,-33
6108,33,M,20,19,307000,135
6109,22,M,20,26,312000,182
6110,25,M,15,5,321000,19
6111,48,F,20,23,381000,184
6112,56,M,15,20,663000,152
6113,56,F,10,60,847000,-13
6114,33,M,20,41,243000,221
6115,25,M,10,96,375000,-17
6116,40,M,20,98,997000,-30
6117,27,F,15,77,612000,86
6118,23,M,10,29,966000,95
6119,21,F,15,52,777000,88
6120,51,M,10,83,358000,62
6121,42,M,10,57,246000,11
6122,35,F,10,57,207000,-31
6123,43,F,10,31,556000,109
6124,36,F,20,22,321000,221
6125,30,F,10,81,754000,103
6126,32,M,20,0,729000,235
6127,21,M,20,17,505000,33
6128,56,M,20,52,40000,132
6129,20,F,10,3,502000,-29
6130,52,F,10,98,769000,56
6131,41,F,10,12,144000,6
6132,32,F,20,45,264000,179
6133,31,F,15,19,601000,89
6134,33,F,20,22,237000,14
6135,34,M,15,1,755000,121
6136,49,M,10,89,207000,-18
6137,36,M,10,18,540000,57
6138,53,F,15,62,803000,89
6139,33,M,15,72,390000,77
6140,25,F,10,0,347000,-28
6141,57,M,10,59,696000,26
6142,20,M,15,37,232000,74
6143,44,F,15,28,833000,145
6144,43,F,10,12,867000,-16
6145,27,F,10,6,409000,25
6146,53,F,10,42,867000,48
6147,52,F,15,97,126000,162
6148,59,M,10,70,433000,5
6149,31,F,20,86,103000,50
6150,33,F,20,97,687000,98
6151,44,M,10,25,801000,57
6152,36,M,10,49,492000,110
6153,41,F,10,97,648000,-6
6154,40,F,15,88,912000,129
6155,41,F,15,28,598000,145
6156,56,F,20,95,169000,198
6157,21,M,10,96,400000,-1
6158,43,F,10,91,465000,98
6159,48,M,10,67,785000,46
6160,29,F,20,31,307000,92
6161,53,M,10,78,274000,52
6162,28,F,15,64,361000,-3
6163,33,M,20,73,62000,25
6164,29,F,20,4,813000,-22
6165,24,M,10,47,496000,35
6166,45,M,10,29,667000,0
6167,47,M,15,90,970000,-25
6168,48,F,20,9,75000,106
6169,27,M,10,40,149000,44
6170,49,F,10,67,765000,81
6171,58,M,10,73,244000,-18
6172,42,M,10,28,518000,42
6173,26,F,10,12,262000,29
6174,29,M,15,82,385000,12
6175,36,M,15,35,977000,125
6176,58,M,20,30,438000,191
6177,30,M,15,82,361000,166
6178,30,M,20,23,725000,162
6179,20,M,10,3,485000,-7
6180,32,F,15,95,15000,45
6181,47,M,20,61,473000,206
6182,50,F,10,50,303000,36
6183,24,M,10,18,127000,38
6184,23,F,10,6,251000,6
6185,48,F,15,88,190000,148
6186,39,M,10,66,593000,101
6187,20,F,15,40,513000,-10
6188,40,F,10,5,877000,10
6189,48,F,20,41,853000,178
6190,58,F,20,1,282000,161
6191,25,M,20,95,990000,196
6192,23,F,15,53,507000,111
6193,50,M,15,82,689000,75
6194,42,F,10,50,929000,-35
6195,57,M,15,86,282000,129
6196,59,F,20,54,257000,80
6197,27,F,15,10,603000,20
6198,33,M,15,7,611000,-33
6199,21,M,20,43,672000,23
6200,48,M,15,56,797000,127
6201,41,M,15,76,689000,2
6202,59,F,10,86,998000,-25
6203,38,F,10,66,756000,118
6204,49,F,20,44,924000,20
6205,47,M,20,2,190000,132
6206,27,F,10,68,25000,38
6207,36,M,20,3,62000,96
6208,29,M,10,33,548000,69
6209,33,F,10,62,990000,38
6210,42,M,20,85,960000,74
6211,33,M,10,84,167000,18
6212,20,F,15,17,260000,61
6213,24,F,20,62,978000,41
6214,55,M,15,69,129000,-29
6215,35,F,20,83,365000,164
6216,37,F,20,27,158000,-23
6217,25,F,10,42,238000,25
6218,53,F,10,11,665000,5
6219,46,F,15,42,879000,143
6220,23,F,15,51,494000,152
6221,40,F,20,62,134000,147
6222,52,M,20,11,836000,205
6223,23,F,10,58,718000,5
6224,39,M,15,78,905000,136
6225,53,M,20,96,667000,205
6226,27,M,10,14,953000,47
6227,51,M,10,93,654000,74
6228,47,M,15,94,404000,37
6229,41,F,15,57,335000,45
6230,40,M,10,35,128000,79
6231,59,F,15,79,853000,100
6232,46,M,20,90,109000,87
6233,38,M,20,8,514000,240
6234,34,M,10,48,542000,9
6235,20,M,10,38,807000,13
6236,36,F,15,21,959000,111
