point_id,age_at_entry,sex,policy_term,policy_count,sum_assured
5122,59,F,15,1,707000
5123,42,M,20,1,662000
5124,42,M,15,1,222000
5125,55,F,20,1,738000
5126,38,M,20,1,664000
5127,42,F,10,1,875000
5128,52,F,15,1,428000
5129,22,M,15,1,525000
5130,30,F,10,1,227000
5131,27,M,20,1,390000
5132,29,F,10,1,865000
5133,37,F,10,1,895000
5134,48,F,15,1,512000
5135,39,M,20,1,761000
5136,53,M,20,1,687000
5137,30,M,10,1,544000
5138,47,F,15,1,209000
5139,27,F,15,1,78000
5140,28,F,20,1,799000
5141,56,M,15,1,965000
5142,42,M,15,1,160000
5143,34,M,15,1,370000
5144,23,M,20,1,650000
5145,33,F,20,1,763000
5146,54,F,15,1,586000
5147,22,M,10,1,93000
5148,58,M,20,1,79000
5149,59,F,10,1,330000
5150,20,F,15,1,390000
5151,54,F,10,1,965000
5152,35,F,10,1,458000
5153,43,F,10,1,902000
5154,54,M,10,1,936000
5155,20,M,10,1,189000
5156,53,F,15,1,728000
5157,51,F,20,1,331000
5158,34,F,10,1,100000
5159,27,M,10,1,380000
5160,29,F,10,1,79000
5161,28,F,20,1,763000
5162,43,M,10,1,215000
5163,27,M,10,1,247000
5164,35,M,10,1,771000
5165,23,F,10,1,790000
5166,20,F,15,1,397000
5167,54,M,10,1,80000
5168,40,M,15,1,358000
5169,51,M,15,1,924000
5170,34,F,20,1,259000
5171,41,F,15,1,987000
5172,34,F,20,1,656000
5173,30,F,10,1,830000
5174,26,F,20,1,164000
5175,30,M,15,1,834000
5176,43,M,15,1,673000
5177,58,M,15,1,259000
5178,30,M,10,1,951000
5179,20,F,10,1,896000
5180,59,M,20,1,672000
5181,38,F,20,1,338000
5182,45,M,20,1,380000
5183,46,M,20,1,329000
5184,51,F,10,1,584000
5185,49,M,15,1,295000
5186,52,M,20,1,262000
5187,56,F,10,1,260000
5188,27,F,10,1,124000
5189,39,F,10,1,924000
5190,54,F,15,1,30000
5191,34,F,15,1,899000
5192,52,F,10,1,217000
5193,55,F,10,1,730000
5194,43,F,20,1,443000
5195,30,F,15,1,800000
5196,54,M,10,1,361000
5197,26,F,15,1,718000
5198,36,F,20,1,990000
5199,38,M,20,1,809000
5200,29,M,15,1,99000
5201,33,M,10,1,659000
5202,32,F,10,1,758000
5203,37,F,15,1,858000
5204,51,F,20,1,687000
5205,39,M,15,1,132000
5206,44,M,10,1,947000
5207,31,M,20,1,15000
5208,40,M,10,1,534000
5209,25,F,10,1,153000
5210,53,F,10,1,218000
5211,34,F,10,1,850000
5212,24,M,20,1,267000
5213,25,F,10,1,518000
5214,21,F,15,1,327000
5215,59,F,20,1,180000
5216,43,M,20,1,936000
5217,31,M,20,1,70000
5218,47,F,10,1,934000
5219,32,F,20,1,56000
5220,54,F,15,1,156000
5221,55,M,15,1,477000
5222,38,M,15,1,895000
5223,23,M,10,1,795000
5224,46,F,10,1,139000
5225,46,M,15,1,451000
5226,34,F,15,1,190000
5227,25,M,20,1,876000
5228,25,F,20,1,46000
5229,53,M,15,1,120000
5230,53,F,15,1,447000
5231,22,M,10,1,903000
5232,57,M,10,1,307000
5233,53,M,10,1,239000
5234,25,M,10,1,635000
5235,43,F,15,1,839000
5236,44,M,15,1,838000
5237,46,M,10,1,471000
5238,45,F,10,1,809000
5239,44,M,20,1,339000
5240,47,M,15,1,353000
5241,40,F,15,1,74000
5242,37,M,15,1,719000
5243,44,M,10,1,260000
5244,33,M,10,1,440000
5245,31,M,10,1,148000
5246,35,F,10,1,58000
5247,47,M,10,1,239000
5248,31,F,15,1,952000
5249,36,F,10,1,232000
5250,43,M,20,1,544000
5251,33,F,15,1,912000
5252,25,M,15,1,65000
5253,24,M,15,1,299000
5254,39,F,10,1,310000
5255,56,M,10,1,521000
5256,42,F,10,1,860000
5257,28,F,10,1,15000
5258,55,M,10,1,928000
5259,20,M,10,1,431000
5260,41,M,15,1,220000
5261,25,M,10,1,432000
5262,33,F,15,1,331000
5263,39,F,20,1,626000
5264,44,M,20,1,652000
5265,59,F,20,1,442000
5266,22,M,10,1,238000
5267,48,M,15,1,482000
5268,32,F,10,1,692000
5269,43,F,15,1,275000
5270,40,F,15,1,613000
5271,50,F,20,1,288000
5272,44,F,20,1,581000
5273,33,M,20,1,815000
5274,28,M,10,1,690000
5275,59,M,20,1,72000
5276,51,M,10,1,691000
5277,52,F,10,1,930000
5278,31,M,20,1,548000
5279,29,F,10,1,363000
5280,59,F,20,1,963000
5281,42,M,10,1,243000
5282,58,F,15,1,568000
5283,26,M,20,1,742000
5284,34,M,20,1,257000
5285,43,M,10,1,367000
5286,21,M,15,1,858000
5287,51,M,10,1,906000
5288,44,F,20,1,343000
5289,50,M,10,1,193000
5290,54,F,20,1,682000
5291,50,F,15,1,53000
5292,40,M,10,1,193000
5293,54,M,15,1,704000
5294,55,F,10,1,134000
5295,50,F,15,1,395000
5296,37,M,15,1,784000
5297,28,F,10,1,210000
5298,41,F,10,1,382000
5299,29,F,20,1,548000
5300,36,F,15,1,85000
5301,28,F,15,1,52000
5302,23,M,10,1,696000
5303,55,M,20,1,930000
5304,28,F,15,1,217000
5305,45,F,15,1,683000
5306,54,M,10,1,808000
5307,36,F,20,1,721000
5308,39,M,10,1,19000
5309,26,M,15,1,836000
5310,48,M,20,1,449000
5311,55,M,10,1,869000
5312,47,M,10,1,394000
5313,27,M,10,1,73000
5314,27,M,10,1,704000
5315,56,M,15,1,573000
5316,21,M,15,1,432000
5317,42,F,10,1,32000
5318,25,F,10,1,88000
5319,40,F,10,1,538000
5320,20,F,10,1,588000
5321,39,F,10,1,147000
5322,29,M,15,1,386000
5323,42,M,15,1,291000
5324,42,M,20,1,376000
5325,55,F,20,1,268000
5326,35,F,15,1,577000
5327,34,F,10,1,330000
5328,28,M,15,1,396000
5329,59,F,15,1,709000
5330,51,F,10,1,915000
5331,56,M,15,1,871000
5332,31,F,10,1,702000
5333,59,F,20,1,135000
5334,56,M,20,1,213000
5335,22,M,10,1,169000
5336,26,M,20,1,205000
5337,26,F,10,1,352000
5338,28,F,20,1,538000
5339,44,F,10,1,320000
5340,28,M,15,1,400000
5341,31,F,15,1,968000
5342,27,F,10,1,531000
5343,33,M,15,1,146000
5344,25,F,15,1,852000
5345,51,M,20,1,994000
5346,59,M,20,1,134000
5347,33,F,20,1,256000
5348,24,M,10,1,17000
5349,20,M,10,1,964000
5350,57,F,10,1,539000
5351,24,M,10,1,262000
5352,32,M,20,1,654000
5353,35,M,20,1,587000
5354,24,M,10,1,236000
5355,20,F,10,1,613000
5356,34,F,20,1,913000
5357,37,M,20,1,782000
5358,39,M,10,1,974000
5359,51,F,20,1,215000
5360,46,M,20,1,180000
5361,44,F,20,1,441000
5362,59,F,15,1,163000
5363,33,M,10,1,649000
5364,41,M,15,1,177000
5365,28,F,20,1,692000
5366,44,F,15,1,726000
5367,32,M,20,1,184000
5368,47,M,15,1,320000
5369,23,M,20,1,575000
5370,27,M,15,1,958000
5371,27,M,15,1,870000
5372,37,M,20,1,266000
5373,57,M,15,1,135000
5374,50,F,10,1,646000
5375,28,M,20,1,67000
5376,27,F,20,1,976000
5377,22,M,15,1,479000
5378,26,F,15,1,30000
5379,30,F,20,1,307000
5380,46,M,10,1,764000
5381,40,F,20,1,249000
5382,42,M,15,1,286000
5383,57,M,20,1,176000
5384,28,M,20,1,865000
5385,53,F,20,1,266000
5386,33,M,20,1,333000
5387,53,M,20,1,420000
5388,27,F,20,1,843000
5389,36,F,20,1,626000
5390,26,F,10,1,918000
5391,56,M,10,1,662000
5392,44,F,15,1,876000
5393,40,F,15,1,778000
5394,22,F,10,1,345000
5395,59,F,10,1,302000
5396,32,F,10,1,169000
5397,26,F,10,1,393000
5398,53,M,15,1,870000
5399,58,M,10,1,802000
5400,52,M,20,1,87000
5401,24,M,15,1,784000
5402,28,M,20,1,596000
5403,39,F,20,1,86000
5404,30,M,20,1,66000
5405,42,F,10,1,224000
5406,30,F,15,1,31000
5407,39,F,15,1,409000
5408,36,F,15,1,951000
5409,49,F,20,1,568000
5410,28,M,15,1,866000
5411,43,F,10,1,199000
5412,35,M,10,1,74000
5413,46,F,15,1,567000
5414,28,M,10,1,191000
5415,57,F,15,1,13000
5416,42,M,10,1,929000
5417,27,M,10,1,461000
5418,36,M,15,1,254000
5419,57,F,15,1,107000
5420,32,F,20,1,915000
5421,54,F,15,1,708000
5422,24,M,15,1,969000
5423,23,F,20,1,77000
5424,23,M,10,1,883000
5425,36,F,10,1,993000
5426,50,M,10,1,684000
5427,58,M,15,1,353000
5428,30,F,15,1,463000
5429,54,F,10,1,916000
5430,24,M,20,1,16000
5431,20,F,10,1,346000
5432,34,M,15,1,827000
5433,35,F,10,1,971000
5434,43,F,15,1,215000
5435,20,F,15,1,189000
5436,59,M,20,1,85000
5437,39,M,10,1,149000
5438,29,M,20,1,871000
5439,39,M,15,1,539000
5440,59,M,20,1,518000
5441,32,F,15,1,237000
5442,35,F,10,1,48000
5443,35,M,20,1,777000
5444,23,M,15,1,719000
5445,28,F,20,1,665000
5446,57,F,15,1,596000
5447,42,M,15,1,664000
5448,23,F,15,1,987000
5449,33,F,20,1,282000
5450,22,M,20,1,35000
5451,47,M,20,1,915000
5452,26,F,20,1,765000
5453,48,F,10,1,458000
5454,58,F,15,1,360000
5455,21,M,15,1,758000
5456,23,M,15,1,805000
5457,49,M,10,1,505000
5458,27,F,20,1,431000
5459,44,F,20,1,990000
5460,34,F,10,1,517000
5461,31,F,10,1,864000
5462,56,F,20,1,497000
5463,31,M,10,1,765000
5464,57,M,10,1,208000
5465,43,F,10,1,451000
5466,50,F,20,1,827000
5467,41,M,10,1,962000
5468,35,F,20,1,199000
5469,24,M,20,1,490000
5470,49,F,20,1,195000
5471,56,M,10,1,775000
5472,56,F,15,1,970000
5473,54,F,20,1,439000
5474,46,M,20,1,355000
5475,48,M,20,1,691000
5476,52,F,10,1,728000
5477,56,M,15,1,414000
5478,33,F,15,1,539000
5479,39,M,20,1,822000
5480,21,F,10,1,842000
5481,28,F,10,1,629000
5482,37,F,15,1,20000
5483,41,M,10,1,793000
5484,54,M,15,1,752000
5485,46,F,10,1,579000
5486,27,F,15,1,927000
5487,51,F,10,1,966000
5488,25,M,20,1,689000
5489,42,M,15,1,333000
5490,37,M,15,1,618000
5491,32,F,15,1,26000
5492,32,M,15,1,669000
5493,22,M,10,1,143000
5494,20,M,15,1,466000
5495,53,M,20,1,172000
5496,51,F,15,1,159000
5497,54,M,20,1,409000
5498,48,F,20,1,355000
5499,56,M,15,1,483000
5500,58,F,10,1,942000
5501,47,F,15,1,193000
5502,20,F,20,1,212000
5503,40,F,10,1,146000
5504,24,M,20,1,166000
5505,31,F,20,1,187000
5506,37,M,10,1,317000
5507,32,M,10,1,435000
5508,49,M,20,1,94000
5509,47,M,20,1,43000
5510,30,F,15,1,312000
5511,45,M,10,1,823000
5512,24,F,20,1,717000
5513,37,M,15,1,727000
5514,24,M,15,1,18000
5515,52,F,10,1,231000
5516,35,M,20,1,801000
5517,51,M,20,1,205000
5518,34,M,10,1,297000
5519,21,F,20,1,562000
5520,56,M,20,1,534000
5521,49,F,10,1,476000
5522,38,M,10,1,339000
5523,20,M,10,1,254000
5524,38,F,10,1,578000
5525,39,M,15,1,102000
5526,57,F,20,1,39000
5527,57,M,20,1,42000
5528,41,M,10,1,392000
5529,52,M,20,1,338000
5530,22,M,15,1,796000
5531,50,F,10,1,111000
5532,21,M,20,1,932000
5533,35,F,15,1,376000
5534,37,F,10,1,820000
5535,34,M,15,1,485000
5536,29,M,10,1,551000
5537,26,M,20,1,751000
5538,45,F,20,1,994000
5539,20,F,20,1,80000
5540,41,F,15,1,436000
5541,45,F,20,1,874000
5542,31,F,20,1,454000
5543,49,F,20,1,893000
5544,21,M,20,1,549000
5545,35,M,10,1,715000
5546,32,M,20,1,404000
5547,20,F,15,1,833000
5548,47,F,15,1,742000
5549,25,M,10,1,926000
5550,42,F,10,1,993000
5551,25,F,15,1,811000
5552,25,M,15,1,429000
5553,40,M,15,1,193000
5554,22,M,20,1,79000
5555,42,M,20,1,717000
5556,45,M,20,1,837000
5557,42,M,10,1,745000
5558,59,M,10,1,245000
5559,37,M,10,1,278000
5560,56,F,20,1,843000
5561,36,F,10,1,196000
5562,50,M,20,1,277000
5563,23,M,20,1,492000
5564,21,F,15,1,643000
5565,20,M,20,1,357000
5566,49,F,20,1,731000
5567,35,F,20,1,79000
5568,30,M,15,1,899000
5569,28,F,10,1,95000
5570,56,M,20,1,842000
5571,48,F,15,1,636000
5572,33,F,10,1,78000
5573,51,F,15,1,300000
5574,34,F,20,1,690000
5575,44,M,15,1,633000
5576,47,M,15,1,901000
5577,36,M,15,1,411000
5578,22,F,10,1,825000
5579,58,M,10,1,434000
5580,36,F,15,1,131000
5581,24,M,15,1,617000
5582,26,F,20,1,756000
5583,22,M,10,1,43000
5584,45,F,20,1,845000
5585,48,M,20,1,52000
5586,30,M,10,1,824000
5587,35,M,15,1,461000
5588,35,F,20,1,366000
5589,22,M,10,1,794000
5590,54,M,15,1,262000
5591,21,F,15,1,748000
5592,41,M,15,1,371000
5593,29,F,15,1,136000
5594,52,M,15,1,407000
5595,36,M,15,1,469000
5596,50,F,20,1,78000
5597,32,F,20,1,74000
5598,29,M,20,1,795000
5599,49,M,20,1,713000
5600,49,M,10,1,473000
5601,23,M,10,1,426000
5602,57,M,10,1,984000
5603,58,F,20,1,125000
5604,50,F,20,1,981000
5605,40,F,15,1,741000
5606,49,M,20,1,186000
5607,47,F,15,1,632000
5608,26,M,10,1,367000
5609,37,M,20,1,896000
5610,40,F,15,1,675000
5611,44,M,10,1,402000
5612,23,F,10,1,880000
5613,25,F,15,1,182000
5614,40,F,20,1,680000
5615,33,M,20,1,454000
5616,23,M,10,1,663000
5617,28,F,20,1,567000
5618,53,F,20,1,589000
5619,54,F,10,1,975000
5620,38,M,10,1,702000
5621,45,F,10,1,108000
5622,36,F,10,1,694000
5623,25,F,20,1,204000
5624,49,M,15,1,912000
5625,34,F,10,1,945000
5626,42,F,10,1,426000
5627,39,M,10,1,689000
5628,30,M,15,1,52000
5629,53,F,15,1,129000
5630,45,M,20,1,529000
5631,27,F,10,1,630000
5632,40,M,10,1,92000
5633,34,M,20,1,254000
5634,35,M,20,1,417000
5635,53,M,20,1,13000
5636,52,M,10,1,874000
5637,21,M,10,1,394000
5638,45,F,20,1,240000
5639,24,F,20,1,834000
5640,39,F,20,1,981000
5641,49,M,15,1,57000
5642,59,M,15,1,551000
5643,37,M,15,1,891000
5644,44,M,10,1,741000
5645,39,F,20,1,168000
5646,44,F,15,1,21000
5647,40,F,10,1,788000
5648,38,M,10,1,168000
5649,23,F,10,1,916000
5650,35,M,20,1,968000
5651,43,M,10,1,513000
5652,37,M,15,1,997000
5653,40,M,10,1,685000
5654,30,M,15,1,640000
5655,55,F,20,1,103000
5656,55,M,20,1,932000
5657,36,M,15,1,434000
5658,23,M,15,1,654000
5659,21,M,20,1,781000
5660,58,F,15,1,363000
5661,51,M,20,1,449000
5662,47,M,20,1,66000
5663,48,M,10,1,360000
5664,27,M,15,1,478000
5665,46,M,20,1,515000
5666,24,M,10,1,213000
5667,43,M,20,1,208000
5668,33,M,20,1,781000
5669,24,M,20,1,10000
5670,36,F,15,1,353000
5671,21,M,20,1,183000
5672,57,M,15,1,338000
5673,51,F,20,1,212000
5674,41,M,15,1,421000
5675,30,F,20,1,265000
5676,40,F,10,1,63000
5677,45,M,10,1,844000
5678,58,F,20,1,964000
5679,36,F,20,1,658000
5680,47,F,10,1,240000
5681,35,M,20,1,681000
5682,50,M,15,1,998000
5683,54,F,20,1,461000
5684,29,F,20,1,490000
5685,42,F,15,1,225000
5686,42,M,20,1,411000
5687,30,F,15,1,648000
5688,25,F,20,1,801000
5689,59,F,10,1,356000
5690,28,F,15,1,342000
5691,43,M,20,1,167000
5692,45,M,20,1,833000
5693,29,F,15,1,156000
5694,27,M,10,1,365000
5695,44,M,10,1,288000
5696,41,F,10,1,961000
5697,55,F,15,1,11000
5698,34,M,15,1,229000
5699,47,F,10,1,417000
5700,27,F,10,1,636000
5701,56,F,20,1,100000
5702,20,M,20,1,837000
5703,31,M,15,1,625000
5704,32,F,15,1,582000
5705,20,F,15,1,849000
5706,37,F,20,1,15000
5707,56,F,15,1,653000
5708,35,M,10,1,416000
5709,51,F,10,1,504000
5710,44,F,20,1,924000
5711,43,F,20,1,911000
5712,59,F,10,1,240000
5713,33,F,10,1,13000
5714,54,M,15,1,354000
5715,45,M,10,1,248000
5716,36,F,15,1,173000
5717,36,F,20,1,130000
5718,48,M,15,1,142000
5719,40,F,20,1,882000
5720,28,F,15,1,30000
5721,25,M,10,1,55000
5722,55,F,20,1,829000
5723,47,F,20,1,526000
5724,26,M,15,1,992000
5725,20,M,10,1,657000
5726,32,F,20,1,957000
5727,31,F,20,1,574000
5728,52,M,10,1,813000
5729,32,M,15,1,948000
5730,58,M,10,1,577000
5731,30,F,15,1,212000
5732,20,F,10,1,641000
5733,46,F,20,1,385000
5734,57,M,20,1,656000
5735,45,M,20,1,312000
5736,22,F,15,1,990000
5737,41,M,15,1,814000
5738,50,F,15,1,994000
5739,35,F,20,1,61000
5740,34,F,20,1,116000
5741,21,F,15,1,615000
5742,29,F,20,1,99000
5743,57,F,10,1,943000
5744,42,F,15,1,568000
5745,24,F,10,1,886000
5746,49,M,20,1,983000
5747,21,F,10,1,388000
5748,34,M,10,1,676000
5749,49,M,15,1,438000
5750,29,F,15,1,199000
5751,27,F,20,1,11000
5752,25,F,20,1,703000
5753,58,M,20,1,252000
5754,50,F,20,1,519000
5755,38,F,20,1,542000
5756,52,F,20,1,810000
5757,31,F,10,1,379000
5758,37,M,20,1,349000
5759,50,M,10,1,103000
5760,40,F,10,1,333000
5761,39,F,20,1,11000
5762,43,M,20,1,184000
5763,41,M,20,1,62000
5764,23,F,20,1,632000
5765,31,M,10,1,189000
5766,31,F,10,1,688000
5767,40,M,20,1,966000
5768,44,M,10,1,178000
5769,58,M,20,1,682000
5770,34,M,10,1,425000
5771,58,M,15,1,253000
5772,24,F,10,1,559000
5773,52,M,15,1,100000
5774,20,M,10,1,499000
5775,35,M,20,1,656000
5776,39,F,20,1,996000
5777,21,M,10,1,636000
5778,38,M,10,1,849000
5779,46,M,20,1,456000
5780,29,M,20,1,526000
5781,21,M,15,1,995000
5782,21,F,10,1,102000
5783,46,F,20,1,11000
5784,48,M,15,1,124000
5785,29,M,10,1,203000
5786,48,F,20,1,548000
5787,30,M,10,1,850000
5788,21,F,10,1,810000
5789,39,F,10,1,21000
5790,29,F,20,1,452000
5791,21,M,15,1,135000
5792,25,M,15,1,757000
5793,56,F,15,1,532000
5794,36,F,20,1,876000
5795,54,M,10,1,626000
5796,43,M,15,1,380000
5797,43,M,10,1,939000
5798,45,F,10,1,161000
5799,45,M,20,1,488000
5800,50,M,15,1,105000
5801,28,F,20,1,610000
5802,41,F,20,1,267000
5803,22,M,15,1,262000
5804,46,F,10,1,81000
5805,34,M,20,1,321000
5806,40,M,20,1,81000
5807,21,F,10,1,534000
5808,52,M,20,1,37000
5809,40,M,10,1,342000
5810,41,F,15,1,952000
5811,49,F,15,1,790000
5812,43,M,15,1,989000
5813,47,F,10,1,668000
5814,33,M,10,1,170000
5815,53,M,10,1,920000
5816,56,M,10,1,334000
5817,53,M,10,1,736000
5818,57,M,20,1,730000
5819,42,F,10,1,12000
5820,46,F,20,1,491000
5821,40,F,10,1,972000
5822,46,F,15,1,606000
5823,21,M,10,1,409000
5824,36,F,20,1,144000
5825,49,F,20,1,359000
5826,29,F,20,1,818000
5827,44,M,15,1,540000
5828,33,M,20,1,220000
5829,23,M,20,1,482000
5830,39,F,10,1,473000
5831,27,M,10,1,184000
5832,57,M,10,1,378000
5833,42,M,10,1,700000
5834,28,F,20,1,1000000
5835,22,M,15,1,602000
5836,31,M,10,1,36000
5837,33,F,10,1,534000
5838,57,F,20,1,337000
5839,31,F,20,1,268000
5840,38,M,10,1,717000
5841,30,F,20,1,839000
5842,51,F,20,1,243000
5843,38,M,10,1,363000
5844,48,M,20,1,327000
5845,24,F,20,1,92000
5846,34,M,15,1,769000
5847,40,F,20,1,193000
5848,24,M,20,1,53000
5849,31,F,15,1,579000
5850,22,F,15,1,479000
5851,27,M,10,1,865000
5852,52,M,15,1,843000
5853,45,F,20,1,664000
5854,56,F,20,1,950000
5855,49,M,15,1,565000
5856,31,M,15,1,96000
5857,23,M,10,1,300000
5858,48,M,20,1,225000
5859,45,M,10,1,52000
5860,40,F,20,1,260000
5861,48,F,20,1,758000
5862,47,F,15,1,889000
5863,54,F,15,1,282000
5864,36,M,10,1,946000
5865,32,F,15,1,158000
5866,50,M,15,1,972000
5867,29,M,15,1,148000
5868,59,M,15,1,856000
5869,33,M,10,1,87000
5870,40,M,15,1,461000
5871,47,M,20,1,35000
5872,52,M,15,1,668000
5873,20,M,15,1,151000
5874,29,F,10,1,67000
5875,48,F,10,1,939000
5876,41,M,10,1,965000
5877,23,M,10,1,924000
5878,56,M,20,1,803000
5879,39,M,10,1,864000
5880,30,F,10,1,216000
5881,32,F,10,1,768000
5882,24,F,20,1,174000
5883,43,F,20,1,318000
5884,31,F,10,1,359000
5885,23,F,10,1,19000
5886,33,M,10,1,783000
5887,24,F,20,1,466000
5888,50,M,20,1,675000
5889,34,M,10,1,421000
5890,27,M,10,1,490000
5891,21,F,10,1,191000
5892,30,F,20,1,55000
5893,28,F,10,1,475000
5894,51,F,10,1,578000
5895,48,M,15,1,682000
5896,36,M,10,1,373000
5897,59,F,10,1,756000
5898,59,F,20,1,818000
5899,39,F,20,1,461000
5900,21,F,20,1,948000
5901,42,M,20,1,341000
5902,25,M,15,1,258000
5903,24,F,20,1,637000
5904,28,M,15,1,304000
5905,38,M,10,1,836000
5906,52,M,15,1,230000
5907,48,F,20,1,181000
5908,42,F,10,1,863000
5909,38,M,15,1,275000
5910,54,M,10,1,396000
5911,54,F,20,1,475000
5912,33,M,15,1,129000
5913,52,M,20,1,68000
5914,53,F,15,1,828000
5915,34,M,10,1,294000
5916,21,F,15,1,316000
5917,58,M,10,1,732000
5918,40,F,10,1,214000
5919,42,M,10,1,119000
5920,56,F,10,1,351000
5921,58,M,10,1,178000
5922,30,M,10,1,324000
5923,42,F,10,1,500000
5924,25,M,20,1,400000
5925,23,F,10,1,543000
5926,32,M,20,1,257000
5927,42,F,20,1,142000
5928,58,M,20,1,439000
5929,49,M,10,1,568000
5930,58,F,15,1,964000
5931,38,M,20,1,643000
5932,46,F,20,1,394000
5933,25,F,20,1,596000
5934,59,M,20,1,575000
5935,30,M,20,1,710000
5936,31,M,15,1,35000
5937,47,M,20,1,795000
5938,48,M,15,1,761000
5939,46,F,10,1,652000
5940,41,F,20,1,241000
5941,23,M,15,1,300000
5942,28,M,15,1,305000
5943,53,F,15,1,276000
5944,25,M,10,1,38000
5945,26,F,10,1,402000
5946,45,F,15,1,170000
5947,47,M,15,1,351000
5948,38,F,10,1,462000
5949,50,M,20,1,34000
5950,37,F,15,1,249000
5951,33,F,20,1,394000
5952,34,F,20,1,146000
5953,47,F,15,1,64000
5954,28,F,10,1,527000
5955,57,M,15,1,41000
5956,57,F,15,1,324000
5957,55,F,15,1,262000
5958,43,M,10,1,293000
5959,34,M,10,1,266000
5960,25,F,15,1,79000
5961,54,M,15,1,350000
5962,39,F,20,1,214000
5963,40,M,10,1,734000
5964,32,F,20,1,52000
5965,41,M,20,1,596000
5966,35,F,20,1,646000
5967,27,F,10,1,15000
5968,52,F,10,1,651000
5969,50,M,15,1,131000
5970,58,F,10,1,991000
5971,27,F,10,1,735000
5972,40,F,20,1,679000
5973,28,F,20,1,926000
5974,26,F,10,1,22000
5975,58,F,20,1,824000
5976,50,F,20,1,724000
5977,20,M,10,1,214000
5978,20,M,15,1,306000
5979,45,M,20,1,605000
5980,45,M,10,1,392000
5981,47,M,15,1,575000
5982,37,M,10,1,535000
5983,20,M,10,1,781000
5984,33,F,20,1,823000
5985,28,M,10,1,269000
5986,21,M,20,1,758000
5987,29,M,15,1,202000
5988,31,F,20,1,591000
5989,49,M,10,1,844000
5990,23,F,20,1,204000
5991,58,F,10,1,999000
5992,51,M,10,1,438000
5993,50,M,15,1,722000
5994,32,F,15,1,731000
5995,38,F,15,1,241000
5996,55,M,15,1,281000
5997,36,M,10,1,75000
5998,49,M,20,1,734000
5999,58,M,15,1,326000
6000,51,F,20,1,348000
6001,52,F,15,1,219000
6002,59,M,20,1,593000
6003,36,F,20,1,250000
6004,59,M,20,1,96000
6005,47,M,10,1,938000
6006,45,M,20,1,117000
6007,45,M,15,1,218000
6008,40,M,10,1,410000
6009,38,M,10,1,984000
6010,39,F,15,1,344000
6011,50,F,15,1,798000
6012,44,F,20,1,93000
6013,42,F,15,1,838000
6014,38,M,20,1,849000
6015,36,F,15,1,435000
6016,30,F,15,1,643000
6017,54,M,15,1,181000
6018,37,F,20,1,250000
6019,28,F,20,1,286000
6020,54,F,20,1,100000
6021,33,F,20,1,807000
6022,26,F,20,1,392000
6023,35,M,10,1,575000
6024,22,M,10,1,491000
6025,42,M,20,1,939000
6026,59,F,10,1,282000
6027,26,F,10,1,908000
6028,49,M,15,1,108000
6029,45,F,15,1,503000
6030,44,F,20,1,563000
6031,37,F,20,1,741000
6032,33,F,10,1,115000
6033,24,M,15,1,251000
6034,33,F,10,1,816000
6035,21,F,15,1,557000
6036,34,F,10,1,10000
6037,33,M,20,1,183000
6038,20,M,15,1,84000
6039,36,M,20,1,668000
6040,47,F,20,1,221000
6041,31,M,15,1,891000
6042,29,F,20,1,723000
6043,43,M,20,1,332000
6044,54,M,10,1,729000
6045,43,F,15,1,336000
6046,58,M,20,1,896000
6047,35,M,20,1,51000
6048,42,M,20,1,876000
6049,28,M,10,1,355000
6050,31,M,10,1,27000
6051,43,F,20,1,522000
6052,47,F,15,1,64000
6053,39,M,20,1,816000
6054,26,M,10,1,523000
6055,47,M,15,1,388000
6056,50,F,20,1,718000
6057,45,F,10,1,192000
6058,50,F,10,1,238000
6059,38,M,10,1,908000
6060,54,F,10,1,833000
6061,52,M,15,1,331000
6062,22,M,10,1,850000
6063,54,F,20,1,879000
6064,39,F,20,1,883000
6065,30,F,20,1,123000
6066,55,M,10,1,138000
6067,34,F,20,1,622000
6068,38,M,10,1,44000
6069,28,F,15,1,107000
6070,39,F,10,1,905000
6071,43,M,10,1,170000
6072,34,F,15,1,150000
6073,20,F,10,1,571000
6074,55,F,20,1,444000
6075,28,M,15,1,187000
6076,49,M,10,1,694000
6077,32,M,20,1,648000
6078,41,M,15,1,734000
6079,53,F,20,1,836000
6080,29,F,15,1,909000
6081,39,M,15,1,846000
6082,44,M,20,1,260000
6083,59,F,20,1,851000
6084,32,M,15,1,615000
6085,38,F,10,1,312000
6086,26,F,10,1,653000
6087,31,F,10,1,897000
6088,24,F,15,1,284000
6089,36,M,10,1,687000
6090,55,M,15,1,297000
6091,29,M,15,1,162000
6092,41,F,15,1,840000
6093,35,M,20,1,534000
6094,38,F,15,1,425000
6095,44,M,15,1,165000
6096,54,M,15,1,287000
6097,44,F,10,1,117000
6098,54,M,15,1,557000
6099,47,M,10,1,735000
6100,47,F,20,1,898000
6101,38,M,20,1,113000
6102,21,M,20,1,242000
6103,25,F,10,1,17000
6104,48,F,10,1,725000
6105,43,F,15,1,136000
6106,59,F,10,1,937000
6107,27,M,10,1,675000
6108,33,M,20,1,307000
6109,22,M,20,1,312000
6110,25,M,15,1,321000
6111,48,F,20,1,381000
6112,56,M,15,1,663000
6113,56,F,10,1,847000
6114,33,M,20,1,243000
6115,25,M,10,1,375000
6116,40,M,20,1,997000
6117,27,F,15,1,612000
6118,23,M,10,1,966000
