spec_id,age_at_entry,sex,policy_term,policy_count,sum_assured,duration_mth,premium_pp,av_pp_init,accum_prem_init_pp
C,66,F,16,811.5,678434,0,659160,0,0
B,35,M,5,489.6,300221,0,216426,0,0
A,42,F,16,622.0,662626,0,644250,0,0
A,69,F,16,161.0,338932,0,270633,0,0
A,31,M,20,101.1,611017,0,596723,0,0
B,32,M,5,591.2,619951,0,608680,0,0
A,58,M,12,268.0,691665,0,620870,0,0
C,29,F,7,89.3,478062,0,453925,0,0
B,52,F,15,763.2,546927,0,464711,0,0
D,53,M,5,954.4,504826,0,424233,0,0
D,21,M,19,669.5,572913,0,503791,0,0
D,69,F,12,856.9,488976,0,456803,0,0
A,34,M,8,556.8,366085,0,349258,0,0
D,34,M,15,205.6,346621,0,304397,0,0
B,59,F,19,654.6,689087,0,598490,0,0
A,53,M,20,351.9,530185,0,437469,0,0
C,64,M,6,424.9,616673,0,593268,0,0
C,40,F,16,147.2,534986,0,499685,0,0
D,27,F,19,360.6,493896,0,423486,0,0
B,43,F,11,874.5,618101,0,602618,0,0
C,68,F,8,480.8,407290,0,391506,0,0
C,19,M,6,331.5,594942,0,569218,0,0
A,37,F,14,659.7,438168,0,426580,0,0
D,48,M,10,205.8,518192,0,478311,0,0
B,52,F,19,930.7,347348,0,264581,0,0
C,67,F,8,591.2,670795,0,589690,0,0
D,34,M,6,739.0,647923,0,632384,0,0
B,50,M,8,99.0,322867,0,273838,0,0
B,19,F,12,429.8,354711,0,319884,0,0
B,23,M,9,203.7,379002,0,343046,0,0
C,41,F,12,550.0,593166,0,560887,0,0
A,24,F,20,22.7,390208,0,297003,0,0
B,51,F,8,238.3,550615,0,452832,0,0
C,19,F,9,550.1,421464,0,346604,0,0
A,63,M,11,229.0,610152,0,566264,0,0
A,50,F,7,296.7,518386,0,430076,0,0
A,64,M,8,268.3,565986,0,534546,0,0
C,20,F,9,943.1,300632,0,287054,0,0
B,64,F,11,914.6,336874,0,326142,0,0
B,58,F,17,891.4,595227,0,505545,0,0
C,61,M,13,837.6,354852,0,274794,0,0
A,63,M,17,282.7,400916,0,317209,0,0
D,61,F,14,173.8,434708,0,415457,0,0
D,69,M,11,27.1,369066,0,340845,0,0
D,25,F,17,152.2,352771,0,316805,0,0
A,61,M,12,523.5,442393,0,351329,0,0
D,66,M,7,223.0,593575,0,505862,0,0
D,53,M,13,534.8,479663,0,432254,0,0
B,42,M,13,430.9,598577,0,550879,0,0
B,52,M,6,686.8,348657,0,314924,0,0
D,40,M,8,896.6,637769,0,585307,0,0
D,39,M,13,456.2,507066,0,453508,0,0
D,34,F,7,222.7,329669,0,230330,0,0
A,59,F,20,365.5,649382,0,635137,0,0
B,20,F,20,557.6,626098,0,566760,0,0
D,41,M,18,657.2,412624,0,326450,0,0
D,42,M,10,67.2,318405,0,297852,0,0
D,65,F,18,124.2,391705,0,330217,0,0
B,65,F,20,165.0,659520,0,605967,0,0
C,67,M,7,406.6,615978,0,587617,0,0
C,67,M,5,362.5,628475,0,595894,0,0
B,23,F,15,163.9,450199,0,424380,0,0
B,26,M,13,159.3,328535,0,240795,0,0
C,70,M,14,467.4,350744,0,254268,0,0
B,22,F,18,626.1,513622,0,468995,0,0
C,49,M,5,329.9,669169,0,573645,0,0
A,47,F,12,176.1,350995,0,267803,0,0
C,35,M,9,923.8,329890,0,233841,0,0
A,65,M,13,530.3,687839,0,596252,0,0
C,26,F,6,768.6,440115,0,418205,0,0
C,63,M,15,746.3,645160,0,630755,0,0
C,30,M,9,747.0,411093,0,347041,0,0
C,30,F,9,721.9,663525,0,647900,0,0
B,48,F,10,618.6,626400,0,587235,0,0
A,28,F,13,326.8,682166,0,651239,0,0
D,61,F,10,82.7,393825,0,322048,0,0
C,27,M,12,386.1,561615,0,535976,0,0
C,27,M,14,475.3,415267,0,383857,0,0
D,50,F,11,636.5,452989,0,438617,0,0
A,37,M,7,894.4,529580,0,456488,0,0
B,23,F,18,176.5,423865,0,388763,0,0
B,43,M,12,668.5,585108,0,557639,0,0
C,21,M,12,544.1,434970,0,415168,0,0
C,33,F,8,110.2,341680,0,250659,0,0
D,33,F,11,517.3,462318,0,414520,0,0
D,70,F,11,569.9,680016,0,640989,0,0
D,41,M,16,968.5,670785,0,572975,0,0
A,65,M,12,522.7,677713,0,579461,0,0
D,62,M,8,629.1,406362,0,361426,0,0
D,30,M,17,358.7,671147,0,599900,0,0
B,37,F,10,537.3,571903,0,487544,0,0
C,53,F,11,150.9,674240,0,631923,0,0
D,30,M,12,608.5,376096,0,306281,0,0
A,26,F,17,666.4,369992,0,348135,0,0
B,32,F,6,33.4,330059,0,313536,0,0
C,53,F,12,123.9,565528,0,523685,0,0
D,36,M,19,55.6,622931,0,532228,0,0
A,70,F,10,636.3,444419,0,410575,0,0
C,19,F,15,756.3,391996,0,366526,0,0
C,60,F,18,948.4,563432,0,469470,0,0
D,70,F,12,626.2,389157,0,296351,0,0
A,56,F,8,388.0,448721,0,352412,0,0
B,68,F,12,216.2,468637,0,408820,0,0
B,31,M,17,609.6,391824,0,295741,0,0
C,34,M,17,457.6,613938,0,562625,0,0
B,51,F,9,763.0,511213,0,447505,0,0
C,64,F,14,693.4,429504,0,359941,0,0
D,68,F,13,493.1,475688,0,459762,0,0
D,46,M,5,181.2,580913,0,515674,0,0
D,39,F,7,142.7,322256,0,265726,0,0
C,39,F,10,381.5,637577,0,601093,0,0
D,47,F,8,2.2,648809,0,601011,0,0
D,18,M,9,111.9,408971,0,392430,0,0
C,69,F,5,679.4,430552,0,385739,0,0
A,49,M,18,58.5,660500,0,612301,0,0
A,44,F,7,108.4,682020,0,583474,0,0
A,19,F,13,149.3,471349,0,430398,0,0
C,29,F,17,396.5,330451,0,244749,0,0
A,33,F,10,519.6,588065,0,500090,0,0
C,57,F,20,99.1,543172,0,509118,0,0
B,21,F,5,927.1,462548,0,374857,0,0
B,18,M,17,625.3,504531,0,438280,0,0
B,19,F,18,108.3,596919,0,505112,0,0
A,60,M,16,503.3,420714,0,330685,0,0
A,48,F,7,899.5,534975,0,519542,0,0
B,49,M,5,129.2,529019,0,473864,0,0
C,37,F,9,997.2,597921,0,538926,0,0
C,55,M,5,422.1,537774,0,450024,0,0
C,56,M,10,176.2,412409,0,356940,0,0
A,57,M,6,388.3,543049,0,485801,0,0
D,54,F,7,942.2,485636,0,470132,0,0
C,27,F,8,618.7,379168,0,323008,0,0
C,33,F,11,243.2,407891,0,396686,0,0
A,53,F,6,62.7,422289,0,359993,0,0
C,56,F,9,428.0,510194,0,415181,0,0
C,50,M,14,178.0,467141,0,388642,0,0
B,32,M,15,703.8,472308,0,397818,0,0
C,35,M,18,35.9,487153,0,449407,0,0
C,63,M,10,640.0,329844,0,298799,0,0
B,45,F,18,258.7,355518,0,339126,0,0
D,19,F,19,363.3,537365,0,445350,0,0
D,26,F,11,892.8,497315,0,447862,0,0
C,22,M,7,954.5,618835,0,571834,0,0
C,33,F,11,392.9,528826,0,482218,0,0
C,41,F,13,542.3,613658,0,568929,0,0
D,69,F,19,12.0,308679,0,238765,0,0
B,65,F,15,939.4,306586,0,220829,0,0
A,20,M,13,141.2,591866,0,561071,0,0
A,42,M,11,413.7,339558,0,267425,0,0
D,47,F,11,610.6,345174,0,252335,0,0
B,32,M,6,307.1,668440,0,607039,0,0
B,63,F,10,513.7,521562,0,439273,0,0
C,55,M,14,285.3,425982,0,412536,0,0
C,41,M,13,119.9,522788,0,496867,0,0
D,61,M,7,347.3,458777,0,433768,0,0
B,48,M,12,163.5,321503,0,299765,0,0
B,34,F,9,279.6,596874,0,547304,0,0
B,59,M,10,953.6,509357,0,498304,0,0
B,58,M,15,573.9,521054,0,474532,0,0
A,30,F,19,8.2,301522,0,258932,0,0
D,27,F,5,7.6,361145,0,287852,0,0
D,47,M,13,17.4,471853,0,422607,0,0
A,63,F,20,948.1,531551,0,442482,0,0
C,34,M,20,832.8,364719,0,320881,0,0
B,40,F,20,8.5,561541,0,510885,0,0
A,57,F,20,485.1,330876,0,318637,0,0
A,66,M,9,432.1,346714,0,281445,0,0
D,19,F,18,108.2,411070,0,386459,0,0
A,21,F,15,615.7,471777,0,407228,0,0
D,67,F,7,651.2,487148,0,425225,0,0
B,53,M,17,805.2,446276,0,422334,0,0
B,51,M,9,262.0,527506,0,447320,0,0
D,27,F,6,458.7,447552,0,427592,0,0
C,28,M,13,605.8,606823,0,571482,0,0
D,62,F,18,934.0,403975,0,370267,0,0
D,57,F,12,648.4,441482,0,424125,0,0
D,69,M,18,850.8,604453,0,552352,0,0
B,28,F,12,976.5,414300,0,341524,0,0
C,56,M,8,410.3,489868,0,464420,0,0
C,22,M,9,693.7,561753,0,544850,0,0
A,65,M,14,847.8,325982,0,240819,0,0
B,64,M,13,660.7,377835,0,310264,0,0
B,44,M,19,894.1,487613,0,399926,0,0
A,43,F,12,418.3,590399,0,576226,0,0
A,37,M,15,640.2,400616,0,375783,0,0
C,61,M,8,498.5,653011,0,596883,0,0
D,61,F,12,727.3,371486,0,288536,0,0
C,37,F,17,573.4,584265,0,552556,0,0
B,28,M,16,259.7,536159,0,520014,0,0
B,47,M,14,449.8,638333,0,580546,0,0
D,36,M,14,172.8,670546,0,583102,0,0
B,45,M,18,47.4,666734,0,595215,0,0
C,25,F,10,497.2,455459,0,443409,0,0
C,67,F,17,800.4,322671,0,268293,0,0
C,62,M,13,119.4,476151,0,428046,0,0
A,52,M,5,34.1,647376,0,604187,0,0
C,46,M,19,217.6,558456,0,491783,0,0
A,23,M,6,232.4,688670,0,599617,0,0
C,53,M,15,840.9,334902,0,275021,0,0
A,69,F,20,975.2,336348,0,297629,0,0
A,39,F,15,819.7,646506,0,586033,0,0
D,58,M,6,792.1,361385,0,311468,0,0
D,53,M,20,5.3,629032,0,595598,0,0
D,24,M,20,825.9,384265,0,311625,0,0
D,28,F,9,75.5,561956,0,484149,0,0
A,60,F,18,120.8,499389,0,461057,0,0
C,36,M,19,591.6,573902,0,510938,0,0
A,46,F,12,712.4,585913,0,530756,0,0
B,66,M,14,889.4,478319,0,386101,0,0
C,57,F,20,471.6,418522,0,399769,0,0
B,44,F,6,988.6,448082,0,381605,0,0
C,32,M,15,483.8,394088,0,299743,0,0
D,65,F,20,550.2,588031,0,503563,0,0
B,53,M,8,59.2,613178,0,553410,0,0
B,51,F,10,122.3,600248,0,501961,0,0
B,61,F,15,390.3,456225,0,362683,0,0
A,27,M,5,646.0,517863,0,475484,0,0
A,68,M,5,160.5,382489,0,342857,0,0
D,49,M,16,405.8,642094,0,550522,0,0
C,64,F,15,542.7,416436,0,322315,0,0
A,32,M,13,591.3,667677,0,600315,0,0
C,51,M,15,600.2,441928,0,410551,0,0
D,38,F,7,812.0,637600,0,543141,0,0
C,23,F,15,371.5,505022,0,448422,0,0
A,65,M,13,479.0,326771,0,261299,0,0
B,57,F,13,476.7,586423,0,553609,0,0
D,18,M,13,964.8,619119,0,539215,0,0
A,45,M,7,767.4,567197,0,545249,0,0
D,69,F,12,672.0,438121,0,411754,0,0
A,64,F,14,221.3,494952,0,460345,0,0
C,28,M,12,876.1,569381,0,500137,0,0
B,33,F,15,724.2,470260,0,429097,0,0
B,21,M,9,159.7,657582,0,628543,0,0
B,67,F,17,289.9,342573,0,242978,0,0
C,58,M,20,604.2,467872,0,455457,0,0
D,36,F,15,333.9,583889,0,555639,0,0
C,46,F,18,510.0,325690,0,242179,0,0
D,27,M,20,793.2,476576,0,429633,0,0
B,43,F,17,537.9,559909,0,469845,0,0
D,66,M,15,450.0,414375,0,374184,0,0
B,54,F,14,767.0,302017,0,245912,0,0
A,31,F,20,56.9,673677,0,579832,0,0
C,37,M,18,267.3,696578,0,627220,0,0
D,41,M,17,609.4,649311,0,590482,0,0
B,21,M,12,126.7,688419,0,656921,0,0
C,52,M,14,380.9,315276,0,222335,0,0
C,26,M,14,478.3,511571,0,492405,0,0
A,19,F,14,877.6,589917,0,528746,0,0
C,55,M,11,965.1,301955,0,248083,0,0
B,33,F,11,493.6,574843,0,488302,0,0
C,54,F,18,464.0,375135,0,298450,0,0
B,59,F,10,444.4,617797,0,606401,0,0
A,66,M,20,445.6,308639,0,256995,0,0
D,45,F,6,910.8,533167,0,501158,0,0
B,43,M,19,587.1,314566,0,295422,0,0
A,55,M,15,138.4,419207,0,350910,0,0
C,64,M,11,178.9,323791,0,277173,0,0
B,21,F,7,422.4,317357,0,305956,0,0
D,49,M,10,224.5,584333,0,516244,0,0
C,57,F,17,266.9,653099,0,555073,0,0
B,56,F,5,566.2,637380,0,593559,0,0
A,49,F,9,119.4,684735,0,614903,0,0
D,37,M,10,260.3,575269,0,545413,0,0
A,51,F,15,378.2,304778,0,243291,0,0
C,30,F,8,285.6,581516,0,560994,0,0
B,31,F,19,503.1,371882,0,318811,0,0
A,67,M,8,114.0,313741,0,239566,0,0
C,19,F,9,261.7,533111,0,510303,0,0
D,45,F,16,328.5,411145,0,375070,0,0
D,58,M,6,48.4,588789,0,554619,0,0
A,18,M,9,215.2,692267,0,644376,0,0
B,68,F,18,255.1,590498,0,525432,0,0
C,30,F,12,60.5,454958,0,415828,0,0
D,30,F,9,668.6,699314,0,671925,0,0
D,65,M,15,545.6,507154,0,454420,0,0
A,37,M,20,579.9,560477,0,523614,0,0
D,27,F,10,404.0,581394,0,570013,0,0
D,67,M,20,905.3,343302,0,299638,0,0
D,21,F,10,582.1,392844,0,320170,0,0
B,69,F,17,958.5,671321,0,612309,0,0
B,33,M,6,364.5,652139,0,602561,0,0
A,28,F,15,647.3,635795,0,594212,0,0
C,66,F,20,569.9,550870,0,473186,0,0
B,47,M,12,760.8,311360,0,281570,0,0
D,67,M,17,183.6,509871,0,479906,0,0
B,46,F,6,297.6,303083,0,252735,0,0
D,32,F,13,617.1,528801,0,490455,0,0
A,68,M,16,662.7,504698,0,462947,0,0
C,33,M,10,80.3,647136,0,549044,0,0
D,31,F,20,708.0,604740,0,539568,0,0
D,66,F,11,772.8,391157,0,300105,0,0
C,23,M,5,439.2,422107,0,375987,0,0
C,56,F,5,600.7,315419,0,246143,0,0
B,52,M,10,476.3,429750,0,393250,0,0
D,30,F,5,119.2,315781,0,261747,0,0
C,66,M,15,449.7,326064,0,244424,0,0
B,51,M,13,335.2,472156,0,431588,0,0
A,57,F,14,129.1,355723,0,333067,0,0
D,41,F,11,206.4,360022,0,322484,0,0
D,66,F,17,172.4,680749,0,641343,0,0
C,45,M,13,541.7,591676,0,581142,0,0
C,31,F,18,561.8,385835,0,333816,0,0
A,26,M,6,342.3,414065,0,343818,0,0
A,67,M,19,359.3,631690,0,532993,0,0
A,18,M,7,252.4,582472,0,509449,0,0
C,31,M,13,946.2,675547,0,658082,0,0
B,57,F,12,893.8,333422,0,266274,0,0
C,35,F,5,376.3,517368,0,469817,0,0
C,31,F,14,232.6,324279,0,283888,0,0
D,44,M,7,254.2,320303,0,296378,0,0
D,18,M,9,89.7,535518,0,449610,0,0
B,19,M,5,919.8,553248,0,462629,0,0
A,39,M,13,916.5,615299,0,578259,0,0
A,26,F,15,523.6,452541,0,353777,0,0
B,45,M,18,202.6,444300,0,387376,0,0
B,62,F,13,915.7,600463,0,560843,0,0
D,53,M,7,619.6,650438,0,598859,0,0
D,61,F,9,223.5,657680,0,566401,0,0
A,63,M,19,185.8,485576,0,469167,0,0
C,35,F,14,657.4,572485,0,488152,0,0
B,26,M,20,93.3,511784,0,487456,0,0
C,45,F,12,130.4,686538,0,664267,0,0
B,35,M,14,147.1,368753,0,313672,0,0
A,25,F,16,420.8,431218,0,358175,0,0
D,70,M,11,551.4,459565,0,417457,0,0
A,59,F,14,146.4,301731,0,271564,0,0
C,31,M,19,610.8,699000,0,622690,0,0
C,61,M,14,934.5,514631,0,441109,0,0
B,52,F,7,802.0,694299,0,605072,0,0
A,36,F,10,496.5,639241,0,611698,0,0
D,67,M,15,605.3,546948,0,464435,0,0
B,67,M,14,992.6,324462,0,258028,0,0
B,64,M,14,336.1,555331,0,483857,0,0
D,50,M,19,585.7,688747,0,626689,0,0
D,26,F,8,659.9,643065,0,560514,0,0
B,31,F,14,98.4,611485,0,539752,0,0
B,21,M,13,31.1,633582,0,598307,0,0
B,30,F,9,332.9,491194,0,406639,0,0
C,44,M,18,31.8,649525,0,638136,0,0
A,62,M,14,491.2,519014,0,423598,0,0
D,67,M,12,302.1,316477,0,232552,0,0
B,27,M,15,762.6,571192,0,476891,0,0
D,34,M,18,402.8,639312,0,561113,0,0
A,57,F,19,396.5,361784,0,349623,0,0
C,59,M,19,465.0,668008,0,609590,0,0
A,46,M,17,567.3,506622,0,484730,0,0
C,22,M,10,5.2,408342,0,333201,0,0
C,37,F,16,734.6,578757,0,500711,0,0
C,34,F,10,646.5,527328,0,451867,0,0
B,31,M,10,735.8,640922,0,625614,0,0
C,54,M,13,880.6,655309,0,578314,0,0
B,57,F,15,938.7,691845,0,646844,0,0
B,23,M,19,250.5,361341,0,278517,0,0
C,23,M,7,699.7,455385,0,413865,0,0
A,20,F,12,852.7,365341,0,354316,0,0
D,32,F,18,429.4,364780,0,295459,0,0
D,27,M,9,102.7,615353,0,530451,0,0
B,40,F,6,916.2,663741,0,622193,0,0
C,24,M,18,145.5,618891,0,608328,0,0
B,29,M,8,637.8,504061,0,450621,0,0
C,29,M,10,878.2,461878,0,408886,0,0
A,66,M,13,268.3,353757,0,270143,0,0
B,42,M,6,442.6,497262,0,483061,0,0
D,69,F,19,186.4,575050,0,533585,0,0
A,68,F,10,687.1,450502,0,384549,0,0
C,26,F,8,390.0,465773,0,384385,0,0
A,58,M,18,766.7,388570,0,376464,0,0
C,58,M,19,975.5,567344,0,538253,0,0
C,69,F,10,880.5,332516,0,246540,0,0
B,44,M,13,194.4,487822,0,446241,0,0
D,59,F,18,405.4,425800,0,364934,0,0
C,27,M,13,393.1,611262,0,561891,0,0
C,31,F,17,654.1,357854,0,338955,0,0
B,20,F,16,886.7,580149,0,536662,0,0
A,34,M,17,805.1,397892,0,324063,0,0
D,46,F,14,712.1,625577,0,548592,0,0
A,52,F,16,119.5,650076,0,562025,0,0
C,47,F,18,838.9,555426,0,520719,0,0
A,18,F,7,280.6,383029,0,354219,0,0
A,54,F,19,702.5,556210,0,504511,0,0
A,43,F,6,454.3,512322,0,421628,0,0
B,48,F,12,328.5,313248,0,252204,0,0
B,28,F,14,283.8,677520,0,591329,0,0
B,34,M,16,241.8,467450,0,397804,0,0
C,26,F,11,944.0,335525,0,270447,0,0
A,36,F,6,330.4,574229,0,504486,0,0
D,48,F,19,578.3,429427,0,356887,0,0
D,60,M,15,691.4,625228,0,582906,0,0
D,68,M,8,719.1,338532,0,320001,0,0
D,59,F,12,686.0,614248,0,539692,0,0
C,58,M,12,207.3,524630,0,458158,0,0
A,42,F,15,874.0,590030,0,499786,0,0
C,28,F,6,404.9,438948,0,400673,0,0
C,49,F,14,717.4,442837,0,419748,0,0
A,46,F,5,53.4,442442,0,425036,0,0
B,61,F,12,957.0,681159,0,631927,0,0
C,56,F,18,884.1,376338,0,307912,0,0
A,19,F,5,179.9,527403,0,465517,0,0
A,60,M,15,786.4,627892,0,583539,0,0
A,41,M,9,769.2,675321,0,625244,0,0
B,22,M,5,740.1,553998,0,494847,0,0
C,27,F,12,136.6,518550,0,488366,0,0
C,69,M,7,809.6,566254,0,551564,0,0
C,42,M,20,833.3,403539,0,331641,0,0
A,60,M,17,964.7,667500,0,598732,0,0
C,63,F,15,994.8,690752,0,669969,0,0
D,67,F,9,613.3,340383,0,247507,0,0
A,39,M,14,67.2,644326,0,586624,0,0
D,37,M,13,583.7,633996,0,579841,0,0
A,64,F,17,904.0,345075,0,301106,0,0
D,51,F,7,971.8,392259,0,313565,0,0
A,42,M,12,979.0,608777,0,549974,0,0
D,44,F,7,366.7,390637,0,317351,0,0
A,28,F,20,795.3,492809,0,416175,0,0
D,20,M,14,507.8,635894,0,581251,0,0
D,47,F,8,152.4,400780,0,328471,0,0
A,58,M,7,821.5,541810,0,469856,0,0
D,61,M,9,537.8,356246,0,298904,0,0
B,70,M,8,543.6,372505,0,282229,0,0
C,27,M,13,712.3,560990,0,472073,0,0
C,57,M,19,972.1,661039,0,596879,0,0
C,70,M,18,869.4,395995,0,332951,0,0
B,44,M,9,906.6,596798,0,557464,0,0
C,59,F,16,621.9,470315,0,441370,0,0
B,32,F,13,488.0,417196,0,318221,0,0
B,36,F,11,625.7,310253,0,290879,0,0
D,40,F,16,358.8,488122,0,407010,0,0
A,49,M,9,92.7,308016,0,228629,0,0
B,33,M,11,823.3,432631,0,388206,0,0
C,24,F,20,829.6,331685,0,262229,0,0
A,35,M,14,691.5,615629,0,550689,0,0
D,37,F,19,161.1,684746,0,628973,0,0
D,23,F,6,439.7,333661,0,249831,0,0
D,49,M,13,501.5,600423,0,561816,0,0
D,34,M,17,65.1,612787,0,524742,0,0
A,62,M,16,868.5,484594,0,473235,0,0
D,31,F,13,686.5,519344,0,503868,0,0
B,29,M,9,842.3,536501,0,480978,0,0
A,39,F,7,245.0,416608,0,331854,0,0
D,20,M,14,332.9,626991,0,539671,0,0
D,62,F,13,470.1,500233,0,468762,0,0
C,60,F,11,736.7,312219,0,284055,0,0
A,44,F,5,965.7,504599,0,454801,0,0
D,28,M,15,135.4,650350,0,563138,0,0
D,70,M,16,296.0,382010,0,295006,0,0
B,70,M,17,80.4,593814,0,497841,0,0
B,50,F,15,816.6,540141,0,508522,0,0
A,30,M,20,496.8,343456,0,251590,0,0
A,65,F,7,662.0,541106,0,504095,0,0
B,51,F,20,505.3,601310,0,579493,0,0
B,67,M,15,733.5,684082,0,601954,0,0
A,44,M,18,424.6,473837,0,399384,0,0
D,40,M,8,626.6,387659,0,370344,0,0
A,65,M,5,273.9,520878,0,442428,0,0
C,21,M,8,365.2,457590,0,384566,0,0
D,56,M,8,383.1,637756,0,603557,0,0
B,60,M,7,524.4,553629,0,539595,0,0
D,62,F,11,371.4,428154,0,356711,0,0
B,50,F,18,52.9,523103,0,453930,0,0
D,59,M,6,38.3,639899,0,591995,0,0
D,21,M,14,420.0,430340,0,358159,0,0
B,45,F,15,43.2,655327,0,599428,0,0
B,63,F,10,333.7,553503,0,458791,0,0
D,42,F,7,714.7,590149,0,556845,0,0
D,30,M,16,294.1,498351,0,483638,0,0
A,62,F,15,969.1,388471,0,355418,0,0
D,53,M,6,324.9,374355,0,343840,0,0
C,39,F,10,109.0,432528,0,392903,0,0
A,24,M,18,668.1,426672,0,402922,0,0
B,38,M,18,150.3,667602,0,592420,0,0
D,49,F,12,354.6,310498,0,214767,0,0
C,63,M,18,793.1,488603,0,417046,0,0
C,48,M,7,161.7,513022,0,477515,0,0
C,24,F,18,978.1,474416,0,429073,0,0
D,23,M,7,975.6,501732,0,483402,0,0
B,41,M,16,845.7,481891,0,465074,0,0
C,40,M,5,198.0,402839,0,387802,0,0
A,19,F,16,93.5,484220,0,461080,0,0
A,58,M,6,295.4,567591,0,473189,0,0
C,44,F,10,275.3,468435,0,425889,0,0
A,65,F,17,491.8,532402,0,478712,0,0
D,34,F,17,563.9,599044,0,511878,0,0
D,31,M,6,975.8,460366,0,410335,0,0
C,30,M,9,577.8,522761,0,462362,0,0
D,40,M,20,958.5,324197,0,298112,0,0
D,60,M,14,372.9,425315,0,396392,0,0
B,58,M,19,188.5,495950,0,461386,0,0
A,58,F,9,410.6,401816,0,333051,0,0
A,57,M,12,804.1,687368,0,669659,0,0
C,52,M,9,805.9,400285,0,310301,0,0
C,18,M,6,816.7,399390,0,330156,0,0
B,51,M,11,343.6,545300,0,447777,0,0
A,23,M,20,507.7,323554,0,274096,0,0
D,26,F,15,606.9,396778,0,324062,0,0
A,45,M,7,227.1,469512,0,439231,0,0
D,35,F,13,791.5,655463,0,620873,0,0
D,42,F,6,76.3,627169,0,574454,0,0
B,69,F,18,1.3,466575,0,403370,0,0
C,53,M,5,541.7,362945,0,288264,0,0
C,39,F,6,788.4,682717,0,638074,0,0
B,69,M,6,753.7,380907,0,327842,0,0
B,19,M,18,517.9,411799,0,317874,0,0
B,68,F,13,593.6,488907,0,458512,0,0
A,52,M,13,420.4,652143,0,602595,0,0
B,35,M,5,995.0,668982,0,632109,0,0
D,58,M,14,255.2,455781,0,430004,0,0
C,58,F,7,139.7,390942,0,354777,0,0
C,58,F,20,297.6,548461,0,466344,0,0
B,23,F,16,291.6,694129,0,602292,0,0
C,43,M,13,940.0,386149,0,338685,0,0
B,22,M,10,809.2,499728,0,438976,0,0
D,30,M,19,131.1,371348,0,301698,0,0
B,53,M,8,491.1,385746,0,350252,0,0
D,58,F,7,978.4,526696,0,474648,0,0
D,61,F,10,106.0,596703,0,583216,0,0
D,49,F,10,962.6,516241,0,485638,0,0
B,33,F,19,773.7,343603,0,327490,0,0
B,36,M,12,819.4,635720,0,603014,0,0
D,39,M,20,798.3,491434,0,466977,0,0
C,22,F,8,833.4,360060,0,346748,0,0
D,34,M,12,408.0,374436,0,333949,0,0
D,35,F,18,543.0,313218,0,225910,0,0
C,29,M,9,28.9,642395,0,626976,0,0
A,33,F,11,382.6,582282,0,486103,0,0
D,47,F,10,690.6,556709,0,467621,0,0
D,64,F,7,385.5,394860,0,340961,0,0
B,46,F,14,170.7,372838,0,306495,0,0
A,22,F,14,425.4,507822,0,441214,0,0
A,62,M,7,227.9,428382,0,335852,0,0
A,18,F,11,905.6,500946,0,463035,0,0
D,70,F,8,851.1,519544,0,479616,0,0
C,64,F,14,349.0,517204,0,443877,0,0
A,53,F,12,656.6,345848,0,256543,0,0
B,44,F,18,900.3,336835,0,256675,0,0
B,50,F,7,991.9,497569,0,421766,0,0
D,48,F,6,567.1,674646,0,616086,0,0
A,55,F,15,658.0,551744,0,464408,0,0
A,37,F,17,173.0,462954,0,389806,0,0
B,38,M,18,263.1,405395,0,390435,0,0
A,54,F,14,310.6,474270,0,418941,0,0
A,56,F,13,714.0,377489,0,362580,0,0
D,53,F,18,494.0,439123,0,339219,0,0
D,53,F,19,895.1,663502,0,645552,0,0
C,36,M,8,72.0,639899,0,600671,0,0
B,45,F,6,223.1,361859,0,265773,0,0
C,47,F,18,148.0,637192,0,565678,0,0
B,58,F,12,953.4,387843,0,335899,0,0
A,59,F,15,302.6,333694,0,300961,0,0
A,29,F,14,138.0,555164,0,503774,0,0
C,45,M,18,272.2,444802,0,351353,0,0
C,61,F,20,47.1,576099,0,498466,0,0
C,44,M,17,420.2,620227,0,608603,0,0
B,41,F,8,331.5,455358,0,412917,0,0
D,54,F,18,123.8,470006,0,445900,0,0
A,54,F,15,884.8,563762,0,500558,0,0
B,49,M,18,187.9,472545,0,391363,0,0
D,36,M,11,339.9,665133,0,605731,0,0
B,36,M,5,508.5,604284,0,590957,0,0
A,51,M,17,660.0,525442,0,459668,0,0
A,67,F,20,768.9,473788,0,381783,0,0
D,37,M,12,970.8,470567,0,403532,0,0
D,35,M,17,65.6,546265,0,457668,0,0
C,25,F,12,227.1,693496,0,598632,0,0
C,48,F,16,2.8,657730,0,608587,0,0
C,18,F,9,580.4,482397,0,431597,0,0
A,26,M,18,31.2,408588,0,327388,0,0
A,22,F,12,273.7,319883,0,231062,0,0
A,54,F,18,882.8,533743,0,502409,0,0
A,32,M,8,793.3,508112,0,459396,0,0
D,43,M,10,455.5,405654,0,352637,0,0
D,65,M,8,294.7,697303,0,683142,0,0
A,52,F,16,674.0,435196,0,389862,0,0
B,36,F,10,574.9,357245,0,308109,0,0
D,40,M,16,943.3,388595,0,317318,0,0
A,49,F,17,548.4,426487,0,405885,0,0
B,62,M,16,482.8,401760,0,309167,0,0
B,50,M,14,901.4,346407,0,249369,0,0
D,52,F,5,919.0,665825,0,569632,0,0
D,64,F,16,733.8,372901,0,341192,0,0
D,56,M,15,943.7,567883,0,554770,0,0
